ASV_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
12287826b670880e2581307e6489c833,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_afrocinerea
ba7b4df22b45a7dd2483b3363f17b8da,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_urticicola
d386310781064392324af84533434442,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps,Cordyceps_bassiana
66320ac458cec2f73815f77dc991de80,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps,Cordyceps_bassiana
541e9bab8301127ed8e133b078718fbb,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps,Cordyceps_bassiana
d0a2d1c068db03449f1afddaaa9206aa,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps,Cordyceps_bassiana
889713344b2c525cb04d47129aa31408,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Corynascella,Corynascella_inquinata
fa7e05d598c0b82dc48f788fc12228c6,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus_neoformans
5e94b19e03b858edfd0ac08d191f5196,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus_neoformans
f8745d7b09088046de428928452c22bd,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_americana
f7097410bdc5b2494a59cf53befb39fc,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_arcana
86b9877b9fed75133bf20249f42a981c,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_fallax
2495576c942c0b8f99d73e364268a0d9,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_mebaldsii
a475292c4a0c69b9e03d5436f36469a4,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_mebaldsii
d4ce1de09e477f78420c134739eee368,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_mebaldsii
3daefcc8ad3539a21fbdbf332e5c8bef,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_siddiquii
297d838200d84d1d72a3bfe80efd082f,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_siddiquii
4707eab6535750e463ddda6f6f1b1c6a,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_siddiquii
89279a62150fa37231a49e8a34f39f67,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon_sp
a8553808de07d7c855e0d424e54e671b,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium,Cystobasidium_minuta
eac8706c688e4b6816189271805c1c27,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium,Cystobasidium_minuta
46f950be2d165e21c299a8a069b7f79f,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium,Cystobasidium_minuta
0dec4c11513b38cec032b61a670b4940,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Cystofilobasidium,Cystofilobasidium_macerans
3dc24e059fada4a8cd89791a96a168ef,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Desertella,Desertella_sp
13ec0de6bb265528b7927b9c7c132175,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Desertella,Desertella_sp
75f311e8a14c1eb974de98d9b231dd8f,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,Dictyosporiaceae_gen_Incertae_sedis,Dictyosporiaceae_sp
f2a24f5672a26dcffcea8f436ae99092,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,Didymella_urticicola
90e1e3aecaf07b33d63b47ca0ab036c8,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymellaceae_gen_Incertae_sedis,Didymellaceae_sp
7c6b5a610b790500b3e5bb5f841ac086,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymellaceae_gen_Incertae_sedis,Didymellaceae_sp
932f8a2fad6615037ab4a8c24f153f3e,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymellaceae_gen_Incertae_sedis,Didymellaceae_sp
fa257a73fe314b7438f251e1c7aacabf,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Zopfiaceae,Didymocrea,Didymocrea_leucaenae
89cbdfb67cc3c2ac9a45ef3729789d47,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Zopfiaceae,Didymocrea,Didymocrea_leucaenae
3731dc27de5b4827366570ebd8aa15ef,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Zopfiaceae,Didymocrea,Didymocrea_leucaenae
84ea7757e260954b5196ca82df62a1f1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Zopfiaceae,Didymocrea,Didymocrea_leucaenae
8aecb4a3cc692719aedf7e0211a6d374,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Zopfiaceae,Didymocrea,Didymocrea_leucaenae
74cccf86786112a6498f880fb1d4dd02,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Zopfiaceae,Didymocrea,Didymocrea_leucaenae
09289c12e8761ccdd91d252c4312846d,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Zopfiaceae,Didymocrea,Didymocrea_leucaenae
759bbc46f4484f469940994d9d9cde31,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Zopfiaceae,Didymocrea,Didymocrea_leucaenae
0bd0990e426f1ac9bdb470d560eaf8bf,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Zopfiaceae,Didymocrea,Didymocrea_leucaenae
d28b370f7506cb4982c09ba631cad3c1,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Didymocyrtis,Didymocyrtis_sp
28f9359eb4daaa1fec3fb344c597c5f2,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,Diversispora_spurca
0753d88610a184ce449b40af1ed17071,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Dothiora,Dothiora_coronillae
ffaa9eb948edb0604e19d97876e67ad5,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Ajellomycetaceae,Emmonsiellopsis,Emmonsiellopsis_sp
aa8013a458c60b4fc2356c7a768cdc72,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Ajellomycetaceae,Emmonsiellopsis,Emmonsiellopsis_sp
f95ab68c48ddb6833219214ae34f1a52,Fungi,Mucoromycota,Endogonomycetes,Endogonomycetes_ord_Incertae_sedis,Endogonomycetes_fam_Incertae_sedis,Endogonomycetes_gen_Incertae_sedis,Endogonomycetes_sp
e35f50c694c3f20c4514980e242e1ae8,Fungi,Mucoromycota,Endogonomycetes,Endogonomycetes_ord_Incertae_sedis,Endogonomycetes_fam_Incertae_sedis,Endogonomycetes_gen_Incertae_sedis,Endogonomycetes_sp
af58bdd9dbdd8acf15416056fbc30039,Fungi,Mucoromycota,Endogonomycetes,Endogonomycetes_ord_Incertae_sedis,Endogonomycetes_fam_Incertae_sedis,Endogonomycetes_gen_Incertae_sedis,Endogonomycetes_sp
ba09c722d6bf2c97d098f0d3db863f4c,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Enterocarpus,Enterocarpus_grenotii
2e92bda9a2fe1eddfcb867cffc1ed4c8,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Enterocarpus,Enterocarpus_grenotii
2552a59287d0756ef39bd016730a8469,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Enterocarpus,Enterocarpus_grenotii
30d52447459447f221c10e41ac865030,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_byssisedum
57a79b55125c96a3e97a68aa7d8d157c,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_byssisedum
4b3ffeaace8ae463013076f2dac65b6f,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_incarnatofuscescens
a5d61cfc9a6d3fa6482637cce8948108,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_incarnatofuscescens
534ece331140a2c471ac3b13c6c2aaac,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_incarnatofuscescens
f72e854714936d2967b2fb89fa7739a4,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_incarnatofuscescens
0d24a7c2989aa0611cccc2285764405b,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_incarnatofuscescens
e4fe237d76959de63778f744c888c492,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_incarnatofuscescens
b763e3f02bfa5b0cde1596f4c5811fd1,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_incarnatofuscescens
120c0b56bdbda63ea2047321b35a5b85,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_incarnatofuscescens
fc44aad933912741bc3409ce113d9ef7,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_incarnatofuscescens
49e2ac2180e6387fe27bfd1f63a1f5b6,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_incarnatofuscescens
82ac08415dd95a0d8a966dd596a87168,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_incarnatofuscescens
8edc91f21a4a44aedb701012ea1104ba,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_incarnatofuscescens
efcf8a793632df985a9d32e9b52f360f,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_incarnatofuscescens
5da21492c38ea5d661840da46b7dd433,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_incarnatofuscescens
00b3ece952c96efa9ab62200a0a8658f,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_incarnatofuscescens
633a473fda46441f26c4214ae9f6e521,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_incarnatofuscescens
abb31e8d18ab5f07bb6aae12379f0b9b,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_incarnatofuscescens
e69dadb00665436a915ef786c0cce8fd,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_incarnatofuscescens
d277c79d63ff60eda7097ef3ac99ac5d,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_incarnatofuscescens
bac3676d077af237fa5d5508d28fd713,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_incarnatofuscescens
1fbc38b74d1d3f043529e96dd9f9597c,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_incarnatofuscescens
d333e6d062560cdcbcc77b5292f2ade8,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_incarnatofuscescens
a8dc1bb49abab9e9edb82443ab093bf5,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_incarnatofuscescens
a6930a61251415fb7d208a2667709e38,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_incarnatofuscescens
037c4e22586d70d47fcc0173d7998a31,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_incarnatofuscescens
b79f89008a9afaa13bce6f4df6c1badb,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Entomortierella,Entomortierella_echinosphaera
ca0122083c6c08dc41ce7a9449cda8db,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Entomortierella,Entomortierella_echinosphaera
381aedf0d14f98643b5c7f5db2add377,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Entomortierella,Entomortierella_echinosphaera
ddc47d3a1725bd8506df8c8ef6bd7497,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Exidiaceae,Exidiopsis,Exidiopsis_effusa
90046a0b0827bf223d102c308ca2897a,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium_chernovii
de7783a444ca551e84b76f1b74e2db75,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium_magnum
19ff2e0eae426c4f11d972440a0aacb7,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium_magnum
6e1da7e6981d91104fe20849c4cdb005,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium_oeirense
1efa5e91460354726858b6989369c715,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium_oeirense
736c09d118d863a81b8a4cb2437f16bc,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium_oeirense
cd0d51234766ba6d00121b8b1ff563af,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium_oeirense
dce12d8d0f8963c61d00768f0b692902,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium_oeirense
543dcd23b41c6528b94012d4cc3e614c,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Flammulina,Flammulina_elastica
08f48e373dbdaedd91fc6691b1226e32,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Flaviporus,Flaviporus_citrinellus
bb60325e6b44b62d750defca52278813,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Fomitopsis,Fomitopsis_pinicola
a9f2968ee14309e36e2d708d0aa22fcb,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae
7d024113792c47324c769ae1b3d0f091,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae
a130bc6d32c696565fc97a677796b826,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae
f7975a25c789a30c5493427ac05c4114,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae
442782ac585085e032cddad2fe531a8e,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae
4a6cf0d907af613513a265d35ed0c32e,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae
9774b4adaa7559434ed8b66eefbb1908,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae
d016c304852cadd9362e8cf73fce3de5,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae
9b90c0b4e49450baf49153fd338adcfc,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae
54996d584c97627016adb31238f01e1c,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae
9c6693f9fa8103cbf077920ef60f89bb,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae
467bbd2a2f6c874a0249ca56a708fb0d,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae
de6a4c338f5113cab699e56ef0be3dba,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae
726844e84b2c90960317be2de1923eb6,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae
eb27007eb0149912e80bb103cc300c7e,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae
1da96bad5df84e6525fbf6b4cfd474ae,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae
c8531ec2bb90e38882a3c4cd44d60029,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae
f6bf8924aeaea025412d4fd3aa9fd5df,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis,Funneliformis_mosseae
0161bb87844340eecb0218fe2bf1aa1b,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Fusariella,Fusariella_sp
ad0dd9b4fa1cf702d5d58ee24a8e7bcf,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_chlamydosporum
9af69ec9c1f88326b4853376a57be05d,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_croci
215338aaf2fb5b1c1466cb60b729950e,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_equiseti
7e870910d95b7f139562f3358ce36d18,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_equiseti
18a0cb9c1a1b24adfa0cfe243b109968,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_equiseti
30fb5a6808e3addf57ce5b6eef407d2b,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_equiseti
3d2eaf55dbea088a96202c78c0ac503b,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_equiseti
9823d03cf21ee6bea8cd5345c3abda63,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_fujikuroi
43f877eb04296eac51579e1d27fa346f,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_fujikuroi
1dcab9aa14094acd5292c831ad7ae82f,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_fujikuroi
da7420238c329b42c99e09dbb79c7471,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_kyushuense
71e67e00fd6cc92fdec44b9fb5265dd9,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_solani
692fc2b3ecfd4ce760902ef4a54ccba5,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_tricinctum
99909724416872fdd6e3445bf02d0328,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Fuscoporia,Fuscoporia_ferruginosa
4851f1a5a3638b8fb60c2e56cd6b216b,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Ganoderma,Ganoderma_carnosum
1f5c37505bb86b6d948b2155cab716ec,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Geastrum,Geastrum_floriforme
09d3268abe4503d1519656fd40372350,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Geastrum,Geastrum_sp
34ec0a39ffed5ed71a6304b336d1eb02,Fungi,Basidiomycota,Geminibasidiomycetes,Geminibasidiales,Geminibasidiaceae,Geminibasidium,Geminibasidium_sp
a9004e219a3b17a2667b81a54088ac35,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Geosmithia,Geosmithia_sp
44d350b5b3a140a693b38c2784eee484,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_gen_Incertae_sedis,Glomeraceae_sp
ecdef9c20a596f8924124d0883a2dbd3,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_gen_Incertae_sedis,Glomeraceae_sp
743672988add2946e4b0de5991eccd4a,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_gen_Incertae_sedis,Glomeraceae_sp
3894ec76fad5fbf9265db78adf565b57,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_gen_Incertae_sedis,Glomeraceae_sp
15d48590da92853e1108f13175ec3cad,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_gen_Incertae_sedis,Glomeraceae_sp
edf56b45d6bc7280ee84fe6072800359,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_gen_Incertae_sedis,Glomeraceae_sp
16ca22b06a32bfab7dc679d7ea7206da,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_gen_Incertae_sedis,Glomeraceae_sp
73053a186e2df2275d235239856fc8c7,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_gen_Incertae_sedis,Glomeraceae_sp
3ed35a12d9f36007c44f59b4a90210fa,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_gen_Incertae_sedis,Glomeraceae_sp
fa8e6c5c1fc81b41e47cf82a00208635,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_gen_Incertae_sedis,Glomeraceae_sp
47d98d4f72ded84d839dd0a566b723c0,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_gen_Incertae_sedis,Glomeraceae_sp
af374905e90ba991bcfd3968115843a3,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_gen_Incertae_sedis,Glomeraceae_sp
c5fe873c77424a3808a997c0f4cf25d8,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_gen_Incertae_sedis,Glomeraceae_sp
52fac48fa51e421d2b8e1a515266e363,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus_aggregatum
7aa7b70a300249343aa43467e806377f,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus_aggregatum
5f4f6b3af32b8d1bcbbd881a4a9dd101,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus_aggregatum
b2be629b7ad00bef3298b6ef59eb6060,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus_aggregatum
fe003fb4783fd622c25b5fa711576016,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus_aggregatum
adf7dc6b50fa41576f4f59069b1192da,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus_aggregatum
f8bea03b6561e85f93a0f5f0472d4532,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus_aggregatum
cda7141f91ee2f391b5a68f4303a3c40,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus_aggregatum
1b043ddfcca6150ffb9265e749772b8d,Fungi,Chytridiomycota,GS13,GS13_ord_Incertae_sedis,GS13_fam_Incertae_sedis,GS13_gen_Incertae_sedis,GS13_sp
27b240924be830380a478175eded69b3,Fungi,Chytridiomycota,GS13,GS13_ord_Incertae_sedis,GS13_fam_Incertae_sedis,GS13_gen_Incertae_sedis,GS13_sp
22595f92a93c910ee39f92ef5f22d2e5,Fungi,Chytridiomycota,GS13,GS13_ord_Incertae_sedis,GS13_fam_Incertae_sedis,GS13_gen_Incertae_sedis,GS13_sp
187398a055aa35c92e67b725255fa4c3,Fungi,Chytridiomycota,GS13,GS13_ord_Incertae_sedis,GS13_fam_Incertae_sedis,GS13_gen_Incertae_sedis,GS13_sp
0e0d57e7d3e6126534113f9e117ce9bd,Fungi,Mucoromycota,Umbelopsidomycetes,GS23,GS23_fam_Incertae_sedis,GS23_gen_Incertae_sedis,GS23_sp
8fbc21cf2644bc603845fbc8af5d5827,Fungi,Mucoromycota,Umbelopsidomycetes,GS23,GS23_fam_Incertae_sedis,GS23_gen_Incertae_sedis,GS23_sp
0f1d4e3d0784d06cd8bef0ce4132f5d2,Fungi,Mucoromycota,Umbelopsidomycetes,GS23,GS23_fam_Incertae_sedis,GS23_gen_Incertae_sedis,GS23_sp
602fd0f6bcb6362e1ca8a11d3d1fb674,Fungi,Glomeromycota,Paraglomeromycetes,GS24,GS24_fam_Incertae_sedis,GS24_gen_Incertae_sedis,GS24_sp
303f0a8e13e7e8da0c0331c608941c79,Fungi,Glomeromycota,Paraglomeromycetes,GS24,GS24_fam_Incertae_sedis,GS24_gen_Incertae_sedis,GS24_sp
79d50c4dbe8e5d6adb1c062fbbfab660,Fungi,Glomeromycota,Paraglomeromycetes,GS24,GS24_fam_Incertae_sedis,GS24_gen_Incertae_sedis,GS24_sp
bbc86ac4b875fb14841b9d923e615529,Fungi,Glomeromycota,Paraglomeromycetes,GS24,GS24_fam_Incertae_sedis,GS24_gen_Incertae_sedis,GS24_sp
ab8f5a183b85ca387359846da4285918,Fungi,Glomeromycota,Paraglomeromycetes,GS24,GS24_fam_Incertae_sedis,GS24_gen_Incertae_sedis,GS24_sp
da92d76d8b76187961a2c75805512178,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Gymnascella,Gymnascella_hyalinospora
93d4b15c39b2112b125c1b92598ec962,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Gymnoascus,Gymnoascus_reessii
9f04c2f33dcfa28d5c7a37a286c116d0,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Gymnoascaceae,Gymnoascus,Gymnoascus_reessii
d3f071c5b564f2dc85b444e961fb0163,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Gymnostellatospora,Gymnostellatospora_japonica
b0242b9d3a7db9f9cde2d67e61536df9,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Gymnostellatospora,Gymnostellatospora_japonica
cc33c4d4f5286a2d93a89980ad5032c4,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Gymnostellatospora,Gymnostellatospora_japonica
f45c3e587d76dd5c22e7899420a9cbaf,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Gymnostellatospora,Gymnostellatospora_japonica
c3070f7a884e067980230955c49d8ddf,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella_luteola
