"","OTU","VB0889_001","VB0889_002","VB0889_003","VB0889_005","VB0889_007","VB0889_009","VB0889_010","VB0889_011","VB0889_012","VB0889_013","VB0889_014","VB0889_019","VB0889_026","VB0889_029","VB0889_033","VB0889_037","VB0889_039","VB0889_040","VB0889_041","VB0889_043","VB0889_045","VB0889_046","VB0889_053","VB0889_054","VB0889_055","VB0889_056","VB0889_058","VB0889_061","VB0889_062","VB0889_063","VB0889_064","VB0889_065","VB0889_066","VB0889_067","VB0889_071","VB0889_079","VB0889_080","VB0889_087","VB0889_088","VB0889_089","VB0889_093","VB0889_095","VB0889_100","VB0889_104","VB0889_105","VB0889_108","VB0889_110","VB0889_112","VB0889_113","VB0889_116","VB0889_118","VB0889_121","VB0889_122","VB0889_124","VB0889_125","VB0889_129","VB0889_130","VB0889_132","VB0889_133","VB0889_135","VB0889_138"
"413","Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae_gen_Incertae_sedis_Glomeraceae_sp_73053a186e2df2275d235239856fc8c7",0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"414","Fungi_Ascomycota_Pezizomycotina_cls_Incertae_sedis_Pezizomycotina_ord_Incertae_sedis_Pezizomycotina_fam_Incertae_sedis_Hormiactis_Hormiactis_sp_dea9bef9978df8107221346b4f60909b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0
"415","Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Rhizophagus_Rhizophagus_custos_7de67a099f3dcbd0e8e92b4bb2d0d5b8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"416","Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus_drummondii_98e89b3620027f584cb5c766fa861807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"417","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_50d6a3b6a9f573323a299a41e6b239af",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"418","Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_unclassified_unclassified_509fe4b254765576b3d2bcef349a943a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"419","Fungi_Ascomycota_unclassified_unclassified_unclassified_unclassified_unclassified_6c1ee60a398d27f01ded102c4f792644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
"420","Fungi_Ascomycota_Sordariomycetes_unclassified_unclassified_unclassified_unclassified_7cab16b9b5ea98ba8ccb9de82f167496",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421","Fungi_Glomeromycota_Paraglomeromycetes_Paraglomerales_Pervetustaceae_Pervetustaceae_gen_Incertae_sedis_Pervetustaceae_sp_85e9788b0ad2696712ef14d61f0cc51d",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"422","Fungi_Ascomycota_Sordariomycetes_Sordariales_unclassified_unclassified_unclassified_8fbc100dd75a0c696215f014e7403118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"423","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_548d57e0a64ecac7baa1ca1c7429f853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"424","Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Rhizophagus_Rhizophagus_sp_c121dac983e6240faeaad735be8ebe75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"425","Fungi_Ascomycota_Sordariomycetes_Hypocreales_Hypocreaceae_Trichoderma_Trichoderma_harzianum_98be18a3dc8233adb95e0b07006d65bc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"426","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_64d7327d6036bef5ac48ca42c762e576",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"427","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_f539f0adf44449ba1a9cb05ada9fccdb",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"428","Fungi_Ascomycota_Sordariomycetes_Hypocreales_Hypocreales_fam_Incertae_sedis_Acremonium_unclassified_8474cbb761c7abcf71ef12353e61e957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"429","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_6a272fc25b4d2ef000d08dfc0b0bf8e1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_0888a9c66035c9b3848a04bb787e2905",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"431","Fungi_Ascomycota_Pezizomycetes_Pezizales_Pulvinulaceae_Pulvinulaceae_gen_Incertae_sedis_Pulvinulaceae_sp_989ad173313e99df9e4c92edb2b98c5f",0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
"432","Fungi_Mortierellomycota_Mortierellomycetes_Mortierellales_Mortierellaceae_Mortierella_Mortierella_polygonia_5980a5788f059023d4ad018910cbc946",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"433","Fungi_Glomeromycota_Paraglomeromycetes_Paraglomerales_Pervetustaceae_Pervetustaceae_gen_Incertae_sedis_Pervetustaceae_sp_53d7c7a1f6a5cd44b0f1a718401b6201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"434","Fungi_Ascomycota_Dothideomycetes_Pleosporales_Sporormiaceae_Preussia_Preussia_terricola_42b9eacf24eb4e34c1e9f75e99b89b45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"435","Fungi_Ascomycota_Sordariomycetes_Sordariales_Lasiosphaeriaceae_Schizothecium_Schizothecium_inaequale_a79e766a18dae09fcbf8e9e8c9040e0d",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"436","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_4a9744aa75e77ba13f38c91043547203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"437","Fungi_Ascomycota_Pezizomycetes_Pezizales_Ascodesmidaceae_Cephaliophora_Cephaliophora_sp_ae2478091b3c04293e7008c16af99317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"438","Fungi_Ascomycota_Sordariomycetes_Xylariales_Coniocessiaceae_Coniocessia_Coniocessia_minima_00e141a3bab94e1e9c881490b5b4b829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439","Fungi_Ascomycota_Sordariomycetes_Sordariales_Chaetomiaceae_unclassified_unclassified_c18542bc5a46b93af3ab61b62a91ab01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"440","Fungi_Ascomycota_Sordariomycetes_Branch06_Branch06_fam_Incertae_sedis_Branch06_gen_Incertae_sedis_Branch06_sp_434ec0d161bbdbb25d921a01adcadb13",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"441","Fungi_Ascomycota_Dothideomycetes_Pleosporales_Sporormiaceae_Preussia_unclassified_30a6cafa849844afe32cdbf68d23fd43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"442","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_8012ac9e02389ce259b9eaab9f9091e0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"443","Fungi_Mucoromycota_Endogonomycetes_unclassified_unclassified_unclassified_unclassified_fb08d4fd67de4aef5adf973b3cd11bd3",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"444","Fungi_Ascomycota_Leotiomycetes_Thelebolales_Pseudeurotiaceae_Pseudogymnoascus_Pseudogymnoascus_roseus_89ebd72cec20bdca38f81a86fdf5c909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"445","Fungi_Blastocladiomycota_Blastocladiomycota_cls_Incertae_sedis_Blastocladiomycota_ord_Incertae_sedis_Blastocladiomycota_fam_Incertae_sedis_Blastocladiomycota_gen_Incertae_sedis_Blastocladiomycota_sp_ac19ee74f34b7e9b3a23c0a196336d42",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"446","Fungi_Ascomycota_Dothideomycetes_Pleosporales_Sporormiaceae_Westerdykella_Westerdykella_nigra_fd60703d5158a679fb0c86cf838566b1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"447","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_e47e3b3ebe2bf46664a3d90ab2af93ab",1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"448","Fungi_Glomeromycota_Glomeromycetes_Glomerales_Claroideoglomeraceae_Claroideoglomus_Claroideoglomus_etunicatum_1caae56c5d9f2521e157b2125106e6d9",0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"449","Fungi_Ascomycota_Dothideomycetes_Pleosporales_Zopfiaceae_Didymocrea_Didymocrea_leucaenae_89cbdfb67cc3c2ac9a45ef3729789d47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"450","Fungi_Ascomycota_Orbiliomycetes_Orbiliales_Orbiliales_fam_Incertae_sedis_Orbiliales_gen_Incertae_sedis_Orbiliales_sp_94d1c80a0f215e511e94fb3a5bdc4be9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"451","Fungi_Chytridiomycota_Rhizophlyctidomycetes_Rhizophlyctidales_Rhizophlyctidaceae_Rhizophlyctis_Rhizophlyctis_sp_3d5cbc194298dc31de08100c8fe9adbb",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"452","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_5997ae126062aa5fdc19d938361ee5c3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"453","Fungi_Ascomycota_Sordariomycetes_Microascales_Microascaceae_Microascus_Microascus_cinereus_95abd9dda8925f4760bc7ee472decc17",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"454","Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_unclassified_unclassified_b27c954e6661173a9c305af13b20566e",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"455","Fungi_Ascomycota_Pezizomycetes_Pezizales_Pyronemataceae_Scutellinia_Scutellinia_scutellata_0f0e2acc6dbf401b8a7636e442939dbc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"456","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_02ed42a4560b9ee18b8045ceb26dac2d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"457","Fungi_Basidiomycota_Agaricomycotina_cls_Incertae_sedis_Agaricomycotina_ord_Incertae_sedis_Agaricomycotina_fam_Incertae_sedis_Agaricomycotina_gen_Incertae_sedis_Agaricomycotina_sp_b1c95b2df1e1e07f77cec4a356314544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"458","Fungi_Ascomycota_Sordariomycetes_Microascales_Microascales_fam_Incertae_sedis_Microascales_gen_Incertae_sedis_Microascales_sp_86d835689c3a142ffef88352e6bb2af7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"459","Fungi_Ascomycota_Sordariomycetes_Hypocreales_Hypocreales_fam_Incertae_sedis_Sarocladium_Sarocladium_sp_d5a806379f44d5ae9f9e92babbde7216",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"460","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_192bc02eae12e85ec2991017c0dab8e1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"461","Fungi_Ascomycota_Sordariomycetes_Sordariales_Chaetomiaceae_Acrophialophora_Acrophialophora_hechuanensis_0b453252497011605b974ae83ca03be1",0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"462","Fungi_Ascomycota_Sordariomycetes_Sordariales_Chaetomiaceae_unclassified_unclassified_7021de231555adaaa800ef902d39cf78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_527525c880f3531af56568b3d792f9c2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"464","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_3fd909cd410a052d837e743896d1216d",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465","Fungi_Blastocladiomycota_Blastocladiomycota_cls_Incertae_sedis_Blastocladiomycota_ord_Incertae_sedis_Blastocladiomycota_fam_Incertae_sedis_Blastocladiomycota_gen_Incertae_sedis_Blastocladiomycota_sp_65961ccde26ec231aa8a2ba3a573563b",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"466","Fungi_Ascomycota_Sordariomycetes_Sordariales_unclassified_unclassified_unclassified_204ed0ace4585147bdcf8ab51ae214d2",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"467","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_0d021d83a66e588f0d0e96908b6bc3e4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"468","Fungi_Ascomycota_Sordariomycetes_Sordariales_Chaetomiaceae_unclassified_unclassified_638a3c06daac41cdb95c1da1fec43ed1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"469","Fungi_Ascomycota_Sordariomycetes_Trichosphaeriales_Trichosphaeriaceae_Nigrospora_unclassified_d6ca02b0a7cbb6523994dbccb2745e34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"470","Fungi_Ascomycota_Sordariomycetes_Hypocreales_Stachybotryaceae_Stachybotrys_Stachybotrys_chartarum_7c440f23e198c82e193b0cd6f3e750e3",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"471","Fungi_Ascomycota_Dothideomycetes_Botryosphaeriales_Botryosphaeriaceae_Macrophomina_Macrophomina_phaseolina_31679f1c7e1f0c46a24534ef277f62c1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"472","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_a88b7590dcd16f6cba33c4feb87ce4f9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"473","Fungi_Glomeromycota_Paraglomeromycetes_Paraglomerales_Pervetustaceae_Pervetustaceae_gen_Incertae_sedis_Pervetustaceae_sp_7599759973121b200614627d89edc34c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"474","Fungi_Ascomycota_Sordariomycetes_Hypocreales_Hypocreales_fam_Incertae_sedis_Fusariella_Fusariella_sp_0161bb87844340eecb0218fe2bf1aa1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"475","Fungi_Ascomycota_Sordariomycetes_Sordariales_Chaetomiaceae_unclassified_unclassified_2493ede112516a31567a96a104f68e9a",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"476","Fungi_Ascomycota_Sordariomycetes_Hypocreales_Hypocreales_fam_Incertae_sedis_Hypocreales_gen_Incertae_sedis_Hypocreales_sp_a6614c3a432e374b6bf34fbbd9948577",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"477","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_2ebe07d66e39181a4eafc63283f3e39c",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"478","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_5057da5f4255559ee25aea63f023d432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"479","Fungi_Ascomycota_Sordariomycetes_Branch06_Branch06_fam_Incertae_sedis_Branch06_gen_Incertae_sedis_Branch06_sp_138d3571802fc850df2a638eacf6e118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
