"","OTU","VB0889_004","VB0889_006","VB0889_008","VB0889_015","VB0889_016","VB0889_017","VB0889_018","VB0889_020","VB0889_021","VB0889_023","VB0889_024","VB0889_025","VB0889_028","VB0889_030","VB0889_031","VB0889_032","VB0889_038","VB0889_042","VB0889_044","VB0889_047","VB0889_048","VB0889_049","VB0889_050","VB0889_051","VB0889_052","VB0889_057","VB0889_060","VB0889_068","VB0889_070","VB0889_072","VB0889_073","VB0889_074","VB0889_075","VB0889_076","VB0889_077","VB0889_078","VB0889_081","VB0889_082","VB0889_083","VB0889_084","VB0889_085","VB0889_086","VB0889_090","VB0889_091","VB0889_097","VB0889_099","VB0889_101","VB0889_102","VB0889_107","VB0889_114","VB0889_117","VB0889_119","VB0889_126","VB0889_127","VB0889_128","VB0889_131","VB0889_136","VB0889_137"
"56","Fungi_Ascomycota_Sordariomycetes_Sordariales_Lasiosphaeriaceae_Schizothecium_unclassified_b507e13497e2a6f98e3dd5b7b2672171",37,19,0,29,17,0,29,0,0,26,0,23,28,47,0,31,0,19,42,12,29,25,28,11,0,26,0,0,40,29,18,6,17,11,21,21,21,25,25,0,19,17,12,25,0,0,39,28,32,102,16,0,30,37,796,42,0,23
"57","Fungi_Ascomycota_Sordariomycetes_Branch06_Branch06_fam_Incertae_sedis_Branch06_gen_Incertae_sedis_Branch06_sp_bee891f9fa6a42e81089047930a19ed5",0,0,0,12,0,9,0,0,0,11,11,0,4,27,0,0,8,11,3,0,6,5,25,37,0,7,0,5,4,0,0,106,210,27,11,0,13,0,0,0,9,0,0,0,15,0,0,0,7,1,76,0,1,0,0,0,0,0
"58","Fungi_Ascomycota_unclassified_unclassified_unclassified_unclassified_unclassified_1e9048af1082f6a89f87019be9303023",0,211,0,21,10,0,261,0,0,0,0,87,23,123,12,13,0,0,24,0,0,0,0,69,16,0,0,0,4,0,30,13,0,52,8,0,9,0,0,0,0,0,25,0,0,0,25,15,0,0,0,14,0,0,51,22,0,0
"59","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_4026253564bfc3341c2172f0811c92c6",1,2,0,0,6,0,0,8,0,0,28,17,0,5,0,4,0,0,0,8,0,0,0,0,23,0,0,0,4,110,0,0,0,0,128,0,0,0,0,2,0,82,0,0,0,0,0,0,15,0,2,0,0,0,0,13,0,0
"60","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_7de0f3867de06fe07f3694dbe10b7f32",35,0,0,0,19,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,10,0,0,13,5,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,235,0,0,0,481,0,0,0
"61","Fungi_Ascomycota_Sordariomycetes_Sordariales_Chaetomiaceae_Acrophialophora_Acrophialophora_fusispora_3fda4e2d39ac5f8bc37245b7a47531ce",31,0,0,0,7,34,0,0,0,0,0,43,0,0,0,7,6,0,0,12,0,0,5,6,44,0,14,10,0,0,5,0,18,39,122,0,0,2,0,0,2,0,4,6,0,8,0,0,0,32,36,2,10,0,0,0,0,10
"62","Fungi_Ascomycota_Sordariomycetes_Hypocreales_Stachybotryaceae_Albifimbria_Albifimbria_verrucaria_6b7a936f14e93d71e00a46a6c4062ee2",8,4,0,5,2,3,0,0,0,0,7,22,0,0,0,0,2,0,5,0,4,42,27,0,0,52,0,0,2,0,16,2,99,0,19,20,7,0,122,0,0,23,35,3,0,16,4,0,498,0,0,0,0,1,0,54,8,18
"63","Fungi_Ascomycota_Sordariomycetes_Sordariales_Podosporaceae_Podosporaceae_gen_Incertae_sedis_Podosporaceae_sp_b6112ab0cbf794f7a2a2f776878bd37f",0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","Fungi_Ascomycota_Sordariomycetes_Sordariales_Chaetomiaceae_Chaetomium_unclassified_70052593f4ccecce2d1079fcb8e20edd",19,10,19,13,9,22,6,17,38,14,10,105,55,10,11,0,9,23,5,33,14,91,18,29,0,16,18,25,26,43,11,15,29,20,6,8,18,41,8,12,7,0,2,27,22,3,21,17,4,28,0,9,8,21,53,0,21,13
"65","Fungi_Basidiomycota_Agaricomycetes_Cantharellales_Ceratobasidiaceae_Thanatephorus_unclassified_168b7087ff5587e329140638f41ea137",9,22,0,2,7,18,45,0,8,12,23,15,42,19,3,12,1,1,4,1,0,4,12,57,83,0,6,1,7,15,5,14,52,38,29,2,9,14,0,0,20,3,3,0,7,0,0,29,14,0,4,0,0,0,0,0,233,0
"66","Fungi_Ascomycota_Sordariomycetes_Xylariales_Xylariaceae_Ascotricha_Ascotricha_guamensis_f598dd2c35a26b38462ace9fa0ae80e4",21,10,34,4,4,6,1,7,4,9,28,5,7,14,2,10,0,10,8,6,11,3,4,11,1,13,50,9,7,15,3,11,6,20,1,0,1,7,14,22,30,11,20,8,3,1,0,5,1,72,19,2,3,3,4,1,13,13
"67","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_99efce9656ff9756cdc469b589eed53b",0,0,0,0,0,0,40,0,0,2,0,32,0,0,0,0,0,0,17,0,42,13,0,0,27,0,5,61,0,2,0,0,0,0,0,0,0,0,7,0,0,0,17,0,0,0,25,0,0,0,0,7,0,0,0,0,15,0
"68","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_da3ba9132949ff5755979100a5abe50b",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,0,0,5,0,0,0,0,0,238,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","Fungi_Ascomycota_Sordariomycetes_Hypocreales_Hypocreales_fam_Incertae_sedis_Sarocladium_Sarocladium_sp_571924899d89894769af5be8b189d164",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","Fungi_Ascomycota_Sordariomycetes_Hypocreales_Hypocreales_fam_Incertae_sedis_Acremonium_Acremonium_sclerotigenum_7dc7bd97d9ee8c14bebb3acce7cd6c2f",0,5,12,38,5,5,1,0,10,13,4,18,15,13,4,8,5,0,5,1,120,3,3,9,0,4,11,4,4,0,11,6,3,3,37,171,0,2,72,4,4,271,28,7,12,16,3,1,8,46,6,2,1,1,3,119,8,38
"71","Fungi_Ascomycota_Dothideomycetes_Pleosporales_Sporormiaceae_unclassified_unclassified_b00ac03587600b6303a38b88ba8c8ef2",35,5,0,0,0,0,0,108,0,0,0,0,205,0,2,0,15,0,0,0,0,0,37,79,0,0,12,0,0,0,0,0,1,28,0,7,28,0,0,0,0,10,0,0,0,0,31,0,0,0,18,11,0,46,0,91,18,67
"72","Fungi_Mortierellomycota_Mortierellomycetes_Mortierellales_Mortierellaceae_unclassified_unclassified_0056736d8b93aa02956e410e559e03a6",14,7,36,2,20,22,20,15,24,10,15,19,13,13,23,4,13,5,15,23,0,33,15,30,9,10,15,22,12,3,8,20,31,27,8,0,22,6,2,4,24,6,7,14,17,4,20,18,5,1,11,19,10,23,13,16,29,27
"73","Fungi_Ascomycota_Sordariomycetes_Sordariales_Neoschizotheciaceae_Neoschizothecium_Neoschizothecium_curvisporum_a27b2f3136cbcfa2fcba5c9bc97f19d1",40,6,0,13,33,2,9,20,91,17,7,17,32,10,58,5,34,10,25,11,0,23,15,21,9,27,20,13,10,17,9,0,31,27,14,0,27,11,5,13,12,0,10,53,8,15,19,13,12,14,0,24,6,25,16,16,0,0
"74","Fungi_Ascomycota_Sordariomycetes_Sordariales_Chaetomiaceae_Chaetomium_Chaetomium_cervicicola_5b4b69dc0b4d821528a28461b0d8e28c",0,0,0,47,0,0,20,0,0,0,0,0,0,0,474,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,54,0,0,0,0,0
"75","Fungi_Ascomycota_Dothideomycetes_Capnodiales_Cladosporiaceae_Cladosporium_unclassified_226ded8c73006c34d56970a66bd86cb1",0,5,0,2,0,0,0,0,0,0,0,15,2,29,0,57,3,3,13,1,61,0,2,5,0,4,0,0,0,0,4,0,0,0,33,218,3,0,52,1,9,7,19,0,0,14,5,0,0,14,16,1,0,0,0,150,0,259
"76","Fungi_Ascomycota_Eurotiomycetes_Onygenales_Arachnomycetaceae_Arachnomyces_Arachnomyces_pilosus_774f24b86f439b1017e45381b2907628",7,9,0,6,0,0,0,0,15,11,0,0,0,0,26,0,0,0,0,0,0,0,0,8,0,0,0,3,0,14,4,0,0,0,11,0,0,6,0,0,41,0,0,26,0,0,0,0,9,23,0,0,0,0,20,6,0,0
"77","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_7b73f573f34a5cb423d321b896c75968",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,0,0,0,21,0,0,0
"78","Fungi_Ascomycota_Sordariomycetes_Microascales_Microascaceae_Canariomyces_Canariomyces_arenarius_3beb817f7862a04358f2cddb1fe0f92a",0,6,0,8,0,19,0,0,20,0,3,10,7,5,6,0,0,7,7,0,10,17,8,0,0,16,0,20,0,10,84,8,0,15,0,0,0,0,0,0,26,0,4,0,8,6,11,9,8,32,0,11,0,3,22,0,7,19
"79","Fungi_Ascomycota_Sordariomycetes_Sordariales_Chaetomiaceae_Amesia_Amesia_atrobrunnea_86ab26fc9559b6afb4523a326e3758a8",10,5,15,20,5,18,3,10,54,6,9,4,10,3,12,4,11,5,7,24,0,6,6,21,5,8,8,20,4,14,20,10,14,10,0,8,5,9,3,1,0,0,0,10,25,8,104,13,0,0,17,5,4,3,1,14,9,20
"80","Fungi_Ascomycota_Leotiomycetes_Helotiales_Myxotrichaceae_Myxotrichum_Myxotrichum_deflexum_b11ed5999ca8e42774fa1f979589d79b",12,1,18,4,7,7,2,4,7,0,3,3,0,0,5,17,15,3,9,14,0,14,0,6,1,9,1,22,6,0,10,5,4,3,6,0,9,3,0,3,13,0,3,6,5,7,11,8,6,0,21,8,0,5,15,5,4,6
"81","Fungi_Ascomycota_Sordariomycetes_Sordariales_Podosporaceae_Cladorrhinum_Cladorrhinum_hyalocarpum_8dbabaa13ab019c8f8dd1173a7a7c6b4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","Fungi_Ascomycota_Sordariomycetes_Hypocreales_Nectriaceae_Paracremonium_Paracremonium_inflatum_0d08341a4ed049ed9afefb928b1fcb96",5,2,0,0,8,0,4,9,0,6,2,0,0,0,0,10,12,0,0,0,0,24,0,9,2,0,3,9,0,3,7,0,0,22,23,23,5,0,0,5,17,0,18,0,0,10,0,12,11,0,32,14,4,3,0,1,0,11
"83","Fungi_Ascomycota_Dothideomycetes_Pleosporales_Pleosporaceae_Curvularia_Curvularia_arcana_f7097410bdc5b2494a59cf53befb39fc",0,0,0,0,0,0,30,0,0,0,0,38,16,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,38,25,66,0,46,0,13,0,75,0,4,0,11,24,0,0,0,0,95,0,0,0,0,0,2,0,0,10,0,0
"84","Fungi_Ascomycota_Dothideomycetes_Pleosporales_Pleosporaceae_Alternaria_Alternaria_sp_0d28e1bb97e7e89fd3c7d1f88af77000",4,0,19,0,0,0,0,17,0,17,9,0,10,16,8,0,7,0,20,0,0,8,11,0,0,10,6,19,28,0,24,0,16,0,0,0,11,0,7,14,0,0,0,9,0,0,0,13,10,23,0,0,21,18,14,12,0,0
"85","Fungi_Ascomycota_Sordariomycetes_Sordariales_Lasiosphaeriaceae_Zygopleurage_Zygopleurage_sp_eccdc8504c3be0a0317f855aa4da23a2",171,7,34,0,0,2,0,6,0,0,5,0,153,29,0,0,0,0,0,0,4,0,5,0,0,3,0,0,3,0,14,0,0,0,4,0,1,0,3,8,0,8,0,0,5,3,0,7,0,0,0,0,0,2,0,0,0,0
"86","Fungi_Ascomycota_Sordariomycetes_Branch06_Branch06_fam_Incertae_sedis_Branch06_gen_Incertae_sedis_Branch06_sp_503a3f4de445493535f9fd4491b7ac2e",6,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"87","Fungi_Ascomycota_Sordariomycetes_Branch06_Branch06_fam_Incertae_sedis_Branch06_gen_Incertae_sedis_Branch06_sp_32e22e511bf5728277a1f9fd95bc1a70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","Fungi_Basidiomycota_Tremellomycetes_Filobasidiales_Filobasidiaceae_Naganishia_Naganishia_albida_ced2c34c85c5e48afbb81480c37b38d4",0,5,0,0,8,1,0,0,0,0,0,6,0,4,0,0,0,6,0,0,22,0,0,0,0,1,0,1,0,0,0,0,0,0,0,117,0,0,83,0,7,5,14,7,0,10,11,0,0,12,8,0,0,4,3,19,0,164
"89","Fungi_Ascomycota_Dothideomycetes_Capnodiales_Cladosporiaceae_Cladosporium_unclassified_3337b252837c394adcd73ead4c097a6e",0,0,0,1,0,0,3,0,0,0,0,27,0,8,0,4,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,14,42,0,0,22,0,0,0,42,0,0,9,0,0,0,0,5,0,0,0,0,121,2,93
"90","Fungi_Ascomycota_Sordariomycetes_Microascales_Microascaceae_Pithoascus_Pithoascus_sp_d2ad2d924043eade180170560ff78cdd",0,0,4,2,0,13,0,0,6,3,0,0,9,0,9,0,0,0,6,4,5,7,0,5,0,6,2,2,5,0,1,3,6,2,0,1,0,0,1,0,0,3,0,1,5,3,1,3,0,4,0,0,0,0,15,3,0,0
"91","Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae_gen_Incertae_sedis_Glomeraceae_sp_44d350b5b3a140a693b38c2784eee484",0,40,0,0,29,0,27,0,0,0,16,35,0,20,0,0,0,0,0,0,0,0,0,35,13,6,0,0,0,0,0,25,29,30,14,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
"92","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_ebd22203707577101721bca6e9038c1f",4,0,0,2,3,7,12,19,0,0,5,0,9,1,13,14,2,5,5,0,1,10,6,2,0,0,2,7,7,4,3,7,2,6,7,0,8,6,3,4,5,7,0,0,0,6,2,3,0,0,13,16,0,3,2,1,8,8
"93","Fungi_Ascomycota_Sordariomycetes_Sordariales_Podosporaceae_Cladorrhinum_Cladorrhinum_hyalocarpum_9068c3f1f2c67d9b5532230e9d8eee77",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,176,0,0,0,0,1,0,0,29,0,1,0,0,0,0,201,0,0,1,6,0,0,4,0,0,2,0,0
"94","Fungi_Ascomycota_Sordariomycetes_Hypocreales_Nectriaceae_unclassified_unclassified_838358b35f92a101a834fdeffa576e92",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,0,0,87,0,0,0,0,0,0,0,0,0,0,40,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_5951a7f81b2f0eacaa9f1a66a2ebc6d0",0,0,0,0,0,3,13,0,0,3,0,0,59,3,5,7,2,5,0,0,7,12,10,0,12,0,2,0,9,13,0,0,5,9,0,0,0,4,0,18,8,0,0,0,6,2,3,17,0,0,3,2,5,0,37,1,2,0
"96","Fungi_Ascomycota_Eurotiomycetes_Eurotiales_Aspergillaceae_Aspergillus_Aspergillus_piperis_c829fbe61c3edf1e62c627b8b0b26c4a",8,6,0,0,48,7,0,0,0,14,0,0,14,0,11,0,0,0,0,0,138,21,0,4,0,0,0,5,3,0,14,0,11,0,11,14,0,7,4,0,0,0,20,19,19,0,0,0,12,15,0,7,8,5,0,0,0,0
"97","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_2eb319753ed2db89c070456d74efc7c9",0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,12,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"98","Fungi_Ascomycota_Sordariomycetes_Hypocreales_Nectriaceae_Fusarium_Fusarium_kyushuense_da7420238c329b42c99e09dbb79c7471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","Fungi_Ascomycota_Dothideomycetes_Capnodiales_Cladosporiaceae_Cladosporium_Cladosporium_sp_2618724a43b62712d10467d2dd1e7c3e",0,4,0,0,6,0,0,0,0,0,0,0,0,7,0,2,0,0,4,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,13,32,0,0,9,0,13,4,8,0,0,7,1,0,1,14,0,0,3,6,0,30,0,49
"100","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_6572f85164ecd388f71d5185981a3236",26,0,0,9,0,0,0,0,0,0,10,0,0,0,13,0,29,0,0,74,0,0,0,0,67,0,27,27,19,0,0,0,0,0,0,0,22,64,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
"101","Fungi_Ascomycota_Dothideomycetes_Pleosporales_Pleosporaceae_Bipolaris_unclassified_a20e2909d945774135d2e9eb3c939d20",1,0,0,0,0,6,5,5,0,0,0,0,0,0,3,0,0,0,0,3,0,26,6,0,4,492,0,0,4,4,10,0,0,2,0,0,2,0,0,0,0,0,0,0,32,0,0,4,7,0,0,0,0,0,0,0,0,0
"102","Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Funneliformis_Funneliformis_mosseae_7d024113792c47324c769ae1b3d0f091",0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,59,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0
"103","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_0fd336f3455c975119dd6695005fa71d",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,16,0,0,0,8,7,149,0,0,12,0,0,0,10,6,0,29,0,0,0,2,0,0,0,5,0,0,0,0,5,3,0,14,0,0,0,5,0,0,8,0,0
"104","Fungi_Ascomycota_Dothideomycetes_Pleosporales_Sporormiaceae_unclassified_unclassified_b5eb4ec891f5ff91e3d163f830d4616a",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","Fungi_Ascomycota_Sordariomycetes_Xylariales_Diatrypaceae_Monosporascus_Monosporascus_sp_cae8212e0d1ea24c2cbe552c8803f87a",0,5,0,0,0,0,0,3,24,4,0,0,3,0,4,0,0,15,0,0,0,22,0,52,0,0,0,0,0,5,0,38,12,0,31,107,2,0,0,0,2,0,5,0,0,0,0,4,0,0,0,0,0,4,0,0,84,0
"106","Fungi_Ascomycota_Sordariomycetes_Sordariales_Lasiosphaeriaceae_Schizothecium_Schizothecium_inaequale_e06f821ebdfac7c580a0929d826cd432",0,0,0,0,9,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,34,0,0,0,0,0,0,0,20,0,12,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0
"107","Fungi_Ascomycota_Dothideomycetes_Pleosporales_Pleosporaceae_Alternaria_Alternaria_hungarica_3b4c384c991a28e6d77e151b58e40591",3,3,0,1,2,1,0,0,0,21,8,9,2,0,3,0,33,0,3,0,6,2,5,0,0,5,7,0,53,16,0,0,7,0,0,1,2,2,3,8,0,0,2,14,3,3,0,17,9,8,4,0,6,0,3,9,0,7
"108","Fungi_Ascomycota_Sordariomycetes_Hypocreales_Stachybotryaceae_Alfaria_unclassified_6b9af80fabd3e144f4a5d78341bfd7cb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109","Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae_gen_Incertae_sedis_Glomeraceae_sp_ecdef9c20a596f8924124d0883a2dbd3",0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,29,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,34,1,0,11,29,0,0,0,14,0,18,0,0,0
"110","Fungi_Basidiomycota_Agaricomycetes_Cantharellales_Ceratobasidiaceae_unclassified_unclassified_69ba6dd13a513011eeaab2dfa0e150fa",0,8,0,0,0,0,0,0,0,0,0,0,26,0,0,13,0,0,0,0,14,0,0,0,0,0,0,0,1,8,24,32,0,0,0,6,0,0,0,0,0,0,159,2,5,0,3,0,0,0,0,0,0,0,1,0,0,0
"111","Fungi_Ascomycota_Eurotiomycetes_Onygenales_Arachnomycetaceae_Arachnomyces_Arachnomyces_pilosus_8d487f5eb1a6285f847ac9e1a8539f5d",0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,7,7,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,12,0,13,9,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,4,0,0,0,0,0
"112","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_5e14a5ea38097fab98a93b366b2eac37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0
"113","Fungi_Ascomycota_Dothideomycetes_Pleosporales_Sporormiaceae_Preussia_Preussia_terricola_c4d4785dead27fc2f245ccf4248a04ee",0,53,0,0,0,1,0,0,66,0,13,0,0,0,0,0,0,0,0,101,0,27,0,0,0,0,0,0,0,6,0,35,0,0,0,58,0,0,0,0,0,0,0,0,4,35,0,21,2,0,0,0,0,0,0,0,0,3
"114","Fungi_Mortierellomycota_Mortierellomycetes_Mortierellales_Mortierellaceae_Mortierella_Mortierella_ambigua_6ad7d1571580fa85052b62c9af2d8844",55,2,29,0,29,0,0,0,0,0,0,0,0,2,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,32,0,6,0,10,0,0,0,0,0,3,8,0,0,0,27,42,0,3,0,0,0,0,0,0,0,2,10
"115","Fungi_Ascomycota_Pezizomycetes_Pezizales_Ascodesmidaceae_Cephaliophora_Cephaliophora_sp_3902fa8da746b3cfbe383b00521d338c",27,0,8,3,3,6,4,6,0,0,5,1,0,14,5,0,0,3,2,1,0,20,0,1,2,1,1,6,0,0,1,6,0,7,1,3,5,0,0,12,1,35,7,11,1,1,8,10,0,0,10,3,4,4,0,0,0,10
"116","Fungi_Ascomycota_Eurotiomycetes_Eurotiales_Aspergillaceae_Aspergillus_Aspergillus_flavus_2f9297cdaa96a84c203bafc26ad7ef58",61,0,0,1,3,0,0,0,21,0,8,0,0,0,0,0,0,0,4,0,11,23,11,0,0,0,0,0,12,0,8,0,17,0,3,0,0,0,2,0,0,0,0,0,0,8,0,2,0,0,0,0,12,0,6,0,0,0
"117","Fungi_Basidiomycota_Tremellomycetes_Filobasidiales_Filobasidiaceae_Naganishia_Naganishia_albida_7b34a0d4f90d284ef86532785de39a5c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"118","Fungi_Ascomycota_Sordariomycetes_Microascales_Microascaceae_Canariomyces_Canariomyces_arenarius_46f9869099d8964a5f9af5184b8b1b22",17,0,29,0,10,15,0,19,0,6,0,0,0,0,0,10,16,0,0,7,0,0,0,13,4,0,7,0,9,0,13,0,13,0,4,8,4,11,0,9,0,0,0,16,0,0,0,0,0,0,15,0,9,0,0,10,0,0
"119","Fungi_Ascomycota_Dothideomycetes_Pleosporales_Sporormiaceae_Preussia_Preussia_terricola_946ecfae9b914145c37abf350d5e51f0",0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,15,13,0,48,0,32,12,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,86,0,0,0,0,0,0,0,60,0,0,0,0,0,40
"120","Fungi_Ascomycota_Sordariomycetes_unclassified_unclassified_unclassified_unclassified_bb27b76d8adc795671568329ee0545bd",0,0,7,2,0,0,5,9,0,0,0,10,13,3,5,0,0,5,0,9,0,20,0,43,0,0,0,0,0,0,0,0,0,0,0,17,0,0,13,7,11,0,0,41,0,0,0,0,0,0,0,13,30,0,0,9,0,12
"121","Fungi_Ascomycota_Sordariomycetes_Hypocreales_Nectriaceae_Paracremonium_Paracremonium_inflatum_0c5468ffccf03006f0e0ed81a7604f56",0,0,0,0,0,6,0,0,0,0,0,2,1,5,8,0,10,0,11,12,0,0,3,0,0,2,0,14,0,0,0,0,8,16,4,0,10,7,0,0,0,0,0,0,2,0,12,0,0,8,0,0,0,0,7,0,0,0
"122","Fungi_Ascomycota_Dothideomycetes_Pleosporales_Sporormiaceae_Preussia_Preussia_globosa_814c4e99bc4e7a376311891f112f5eeb",0,3,0,0,0,6,0,0,25,0,0,0,2,0,0,0,6,0,0,6,0,0,0,0,0,1,0,11,0,0,0,0,2,5,2,0,0,0,3,0,0,13,0,1,0,4,3,1,0,5,0,3,0,0,2,11,4,0
"123","Fungi_Ascomycota_Sordariomycetes_unclassified_unclassified_unclassified_unclassified_1f533a953cf14039236f3fa826b1e083",0,0,0,0,15,0,0,0,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,10,2,0,0,8,6,0,0,0,3,3,0,0,0,0,0,0,0,52,0,0,0,0,5,0,0,0,0,0,0,0
"124","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_e222ea09efd35d5da17adf1dd6f5abb6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,38,0,0,0,0,0,0,0,0
"125","Fungi_Mortierellomycota_Mortierellomycetes_Mortierellales_Mortierellaceae_Mortierella_Mortierella_wolfii_31f95534b4b66a435bb511db12e2caca",1,9,0,0,0,2,3,1,7,0,4,6,0,7,0,0,4,0,3,1,0,0,0,6,1,3,2,0,0,0,0,0,6,4,0,0,4,6,0,2,1,0,2,0,0,0,0,0,1,0,12,2,0,0,4,10,3,7
