"sprout_name","X","height","X.1","dist_probe","plot_number","column","accession_num","prod_value","c_date","n_date","prod_des"
"7425_1",NA,60,NA,189,7425,25,656053,0,2021-07-27,44404,"Low Productivity"
"7425_2",NA,70,NA,172,7425,25,656053,0,2021-07-27,44404,"Low Productivity"
"7425_3",NA,87,NA,152,7425,25,656053,0,2021-07-27,44404,"Low Productivity"
"7425_4",NA,80,NA,137,7425,25,656053,0,2021-07-27,44404,"Low Productivity"
"7425_5",NA,77,NA,122,7425,25,656053,0,2021-07-27,44404,"Low Productivity"
"7425_6",NA,70,NA,101,7425,25,656053,0,2021-07-27,44404,"Low Productivity"
"7425_7",NA,76,NA,86,7425,25,656053,0,2021-07-27,44404,"Low Productivity"
"7425_8",NA,76,NA,68,7425,25,656053,0,2021-07-27,44404,"Low Productivity"
"7425_9",NA,106,NA,59,7425,25,656053,0,2021-07-27,44404,"Low Productivity"
"7425_10",NA,85,NA,35,7425,25,656053,0,2021-07-27,44404,"Low Productivity"
"7425_11",NA,60,NA,18,7425,25,656053,0,2021-07-27,44404,"Low Productivity"
"7425_12",NA,63,NA,0,7425,25,656053,0,2021-07-27,44404,"Low Productivity"
"7425_13",NA,74,NA,21,7425,25,656053,0,2021-07-27,44404,"Low Productivity"
"7425_14",NA,90,NA,40,7425,25,656053,0,2021-07-27,44404,"Low Productivity"
"7425_15",NA,60,NA,55,7425,25,656053,0,2021-07-27,44404,"Low Productivity"
"7425_16",NA,52,NA,71,7425,25,656053,0,2021-07-27,44404,"Low Productivity"
"7423_1",NA,117,NA,181,7423,23,656076,1,2021-07-27,44404,"Medium Productivity"
"7423_2",NA,115,NA,168,7423,23,656076,1,2021-07-27,44404,"Medium Productivity"
"7423_3",NA,120,NA,147,7423,23,656076,1,2021-07-27,44404,"Medium Productivity"
"7423_4",NA,110,NA,132,7423,23,656076,1,2021-07-27,44404,"Medium Productivity"
"7423_5",NA,113,NA,115,7423,23,656076,1,2021-07-27,44404,"Medium Productivity"
"7423_6",NA,121,NA,97,7423,23,656076,1,2021-07-27,44404,"Medium Productivity"
"7423_7",NA,123,NA,80,7423,23,656076,1,2021-07-27,44404,"Medium Productivity"
"7423_8",NA,118,NA,62,7423,23,656076,1,2021-07-27,44404,"Medium Productivity"
"7423_9",NA,107,NA,45,7423,23,656076,1,2021-07-27,44404,"Medium Productivity"
"7423_10",NA,120,NA,28,7423,23,656076,1,2021-07-27,44404,"Medium Productivity"
"7423_11",NA,122,NA,9,7423,23,656076,1,2021-07-27,44404,"Medium Productivity"
"7423_12",NA,114,NA,0,7423,23,656076,1,2021-07-27,44404,"Medium Productivity"
"7423_13",NA,117,NA,12,7423,23,656076,1,2021-07-27,44404,"Medium Productivity"
"7423_14",NA,115,NA,30,7423,23,656076,1,2021-07-27,44404,"Medium Productivity"
"7423_15",NA,120,NA,49,7423,23,656076,1,2021-07-27,44404,"Medium Productivity"
"7423_16",NA,108,NA,67,7423,23,656076,1,2021-07-27,44404,"Medium Productivity"
"7423_17",NA,130,NA,82,7423,23,656076,1,2021-07-27,44404,"Medium Productivity"
"7422_1",NA,77,NA,185,7422,22,656053,0,2021-07-27,44404,"Low Productivity"
"7422_2",NA,60,NA,167,7422,22,656053,0,2021-07-27,44404,"Low Productivity"
"7422_3",NA,68,NA,152,7422,22,656053,0,2021-07-27,44404,"Low Productivity"
"7422_4",NA,79,NA,137,7422,22,656053,0,2021-07-27,44404,"Low Productivity"
"7422_5",NA,76,NA,115,7422,22,656053,0,2021-07-27,44404,"Low Productivity"
"7422_6",NA,77,NA,101,7422,22,656053,0,2021-07-27,44404,"Low Productivity"
"7422_7",NA,82,NA,83,7422,22,656053,0,2021-07-27,44404,"Low Productivity"
"7422_8",NA,77,NA,67,7422,22,656053,0,2021-07-27,44404,"Low Productivity"
"7422_9",NA,54,NA,47,7422,22,656053,0,2021-07-27,44404,"Low Productivity"
"7422_10",NA,63,NA,32,7422,22,656053,0,2021-07-27,44404,"Low Productivity"
"7422_11",NA,78,NA,5,7422,22,656053,0,2021-07-27,44404,"Low Productivity"
"7422_12",NA,134,NA,11,7422,22,656053,0,2021-07-27,44404,"Low Productivity"
"7422_13",NA,137,NA,27,7422,22,656053,0,2021-07-27,44404,"Low Productivity"
"7422_14",NA,137,NA,42,7422,22,656053,0,2021-07-27,44404,"Low Productivity"
"7422_15",NA,70,NA,56,7422,22,656053,0,2021-07-27,44404,"Low Productivity"
"7422_16",NA,59,NA,72,7422,22,656053,0,2021-07-27,44404,"Low Productivity"
"7422_17",NA,84,NA,92,7422,22,656053,0,2021-07-27,44404,"Low Productivity"
"7422_18",NA,70,NA,111,7422,22,656053,0,2021-07-27,44404,"Low Productivity"
"7422_19",NA,50,NA,126,7422,22,656053,0,2021-07-27,44404,"Low Productivity"
"7422_20",NA,63,NA,142,7422,22,656053,0,2021-07-27,44404,"Low Productivity"
"7430_1",NA,112,NA,162,7430,30,656076,1,2021-08-03,44411,"Medium Productivity"
"7430_2",NA,110,NA,130,7430,30,656076,1,2021-08-03,44411,"Medium Productivity"
"7430_3",NA,122,NA,112,7430,30,656076,1,2021-08-03,44411,"Medium Productivity"
"7430_4",NA,121,NA,92,7430,30,656076,1,2021-08-03,44411,"Medium Productivity"
"7430_5",NA,120,NA,75,7430,30,656076,1,2021-08-03,44411,"Medium Productivity"
"7430_6",NA,139,NA,57,7430,30,656076,1,2021-08-03,44411,"Medium Productivity"
"7430_7",NA,124,NA,37,7430,30,656076,1,2021-08-03,44411,"Medium Productivity"
"7430_8",NA,110,NA,24,7430,30,656076,1,2021-08-03,44411,"Medium Productivity"
"7430_9",NA,124,NA,11,7430,30,656076,1,2021-08-03,44411,"Medium Productivity"
"7430_10",NA,110,NA,4,7430,30,656076,1,2021-08-03,44411,"Medium Productivity"
"7430_11",NA,136,NA,19,7430,30,656076,1,2021-08-03,44411,"Medium Productivity"
"7430_12",NA,113,NA,36,7430,30,656076,1,2021-08-03,44411,"Medium Productivity"
"7430_13",NA,123,NA,54,7430,30,656076,1,2021-08-03,44411,"Medium Productivity"
"7430_14",NA,125,NA,73,7430,30,656076,1,2021-08-03,44411,"Medium Productivity"
"7430_15",NA,124,NA,89,7430,30,656076,1,2021-08-03,44411,"Medium Productivity"
"7430_16",NA,113,NA,106,7430,30,656076,1,2021-08-03,44411,"Medium Productivity"
"7430_17",NA,110,NA,123,7430,30,656076,1,2021-08-03,44411,"Medium Productivity"
"7430_18",NA,100,NA,157,7430,30,656076,1,2021-08-03,44411,"Medium Productivity"
"7429_1",NA,82,NA,167,7429,29,656053,0,2021-08-03,44411,"Low Productivity"
"7429_2",NA,61,NA,149,7429,29,656053,0,2021-08-03,44411,"Low Productivity"
"7429_3",NA,62,NA,133,7429,29,656053,0,2021-08-03,44411,"Low Productivity"
"7429_4",NA,42,NA,117,7429,29,656053,0,2021-08-03,44411,"Low Productivity"
"7429_5",NA,60,NA,97,7429,29,656053,0,2021-08-03,44411,"Low Productivity"
"7429_6",NA,75,NA,78,7429,29,656053,0,2021-08-03,44411,"Low Productivity"
"7429_7",NA,50,NA,57,7429,29,656053,0,2021-08-03,44411,"Low Productivity"
"7429_8",NA,58,NA,37,7429,29,656053,0,2021-08-03,44411,"Low Productivity"
"7429_9",NA,52,NA,24,7429,29,656053,0,2021-08-03,44411,"Low Productivity"
"7429_10",NA,49,NA,11,7429,29,656053,0,2021-08-03,44411,"Low Productivity"
"7429_11",NA,88,NA,7,7429,29,656053,0,2021-08-03,44411,"Low Productivity"
"7429_12",NA,72,NA,21,7429,29,656053,0,2021-08-03,44411,"Low Productivity"
"7429_13",NA,75,NA,37,7429,29,656053,0,2021-08-03,44411,"Low Productivity"
"7429_14",NA,43,NA,58,7429,29,656053,0,2021-08-03,44411,"Low Productivity"
"7429_16",NA,50,NA,88,7429,29,656053,0,2021-08-03,44411,"Low Productivity"
"7429_17",NA,45,NA,107,7429,29,656053,0,2021-08-03,44411,"Low Productivity"
"7429_18",NA,60,NA,125,7429,29,656053,0,2021-08-03,44411,"Low Productivity"
"7429_19",NA,67,NA,141,7429,29,656053,0,2021-08-03,44411,"Low Productivity"
"7429_20",NA,57,NA,157,7429,29,656053,0,2021-08-03,44411,"Low Productivity"
"7427_1",NA,116,NA,152,7427,27,656076,1,2021-08-03,44411,"Medium Productivity"
"7427_2",NA,120,NA,137,7427,27,656076,1,2021-08-03,44411,"Medium Productivity"
"7427_3",NA,123,NA,120,7427,27,656076,1,2021-08-03,44411,"Medium Productivity"
"7427_4",NA,110,NA,102,7427,27,656076,1,2021-08-03,44411,"Medium Productivity"
"7427_5",NA,90,NA,87,7427,27,656076,1,2021-08-03,44411,"Medium Productivity"
"7427_6",NA,97,NA,52,7427,27,656076,1,2021-08-03,44411,"Medium Productivity"
"7427_7",NA,137,NA,30,7427,27,656076,1,2021-08-03,44411,"Medium Productivity"
"7427_8",NA,113,NA,19,7427,27,656076,1,2021-08-03,44411,"Medium Productivity"
"7424_8.5",NA,110,NA,27,7427,27,656076,1,2021-08-03,44411,"Medium Productivity"
"7427_9",NA,124,NA,2,7427,27,656076,1,2021-08-03,44411,"Medium Productivity"
"7427_10",NA,115,NA,42,7427,27,656076,1,2021-08-03,44411,"Medium Productivity"
"7427_11",NA,116,NA,57,7427,27,656076,1,2021-08-03,44411,"Medium Productivity"
"7427_12",NA,117,NA,76,7427,27,656076,1,2021-08-03,44411,"Medium Productivity"
"7427_13",NA,110,NA,92,7427,27,656076,1,2021-08-03,44411,"Medium Productivity"
"7427_14",NA,132,NA,108,7427,27,656076,1,2021-08-03,44411,"Medium Productivity"
"7427_15",NA,105,NA,126,7427,27,656076,1,2021-08-03,44411,"Medium Productivity"
"7427_16",NA,116,NA,142,7427,27,656076,1,2021-08-03,44411,"Medium Productivity"
"7427_17",NA,105,NA,181,7427,27,656041,1,2021-08-03,44411,"Medium Productivity"
"7425_1",NA,63,NA,189,7425,25,656053,0,2021-08-03,44411,"Low Productivity"
"7425_2",NA,74,NA,172,7425,25,656053,0,2021-08-03,44411,"Low Productivity"
"7425_3",NA,76,NA,152,7425,25,656053,0,2021-08-03,44411,"Low Productivity"
"7425_4",NA,80,NA,137,7425,25,656053,0,2021-08-03,44411,"Low Productivity"
"7425_5",NA,63,NA,122,7425,25,656053,0,2021-08-03,44411,"Low Productivity"
"7425_6",NA,78,NA,101,7425,25,656053,0,2021-08-03,44411,"Low Productivity"
"7425_7",NA,72,NA,86,7425,25,656053,0,2021-08-03,44411,"Low Productivity"
"7425_8",NA,85,NA,68,7425,25,656053,0,2021-08-03,44411,"Low Productivity"
"7425_9",NA,84,NA,59,7425,25,656053,0,2021-08-03,44411,"Low Productivity"
"7425_10",NA,82,NA,35,7425,25,656053,0,2021-08-03,44411,"Low Productivity"
"7425_11",NA,64,NA,18,7425,25,656053,0,2021-08-03,44411,"Low Productivity"
"7425_12",NA,40,NA,0,7425,25,656053,0,2021-08-03,44411,"Low Productivity"
"7425_13",NA,44,NA,21,7425,25,656053,0,2021-08-03,44411,"Low Productivity"
"7425_14",NA,80,NA,40,7425,25,656053,0,2021-08-03,44411,"Low Productivity"
"7425_15",NA,60,NA,55,7425,25,656053,0,2021-08-03,44411,"Low Productivity"
"7425_16",NA,60,NA,71,7425,25,656053,0,2021-08-03,44411,"Low Productivity"
"7423_1",NA,132,NA,181,7423,23,656076,1,2021-08-03,44411,"Medium Productivity"
"7423_2",NA,117,NA,168,7423,23,656076,1,2021-08-03,44411,"Medium Productivity"
"7423_3",NA,128,NA,147,7423,23,656076,1,2021-08-03,44411,"Medium Productivity"
"7423_4",NA,130,NA,132,7423,23,656076,1,2021-08-03,44411,"Medium Productivity"
"7423_5",NA,136,NA,115,7423,23,656076,1,2021-08-03,44411,"Medium Productivity"
"7423_6",NA,125,NA,97,7423,23,656076,1,2021-08-03,44411,"Medium Productivity"
"7423_7",NA,112,NA,80,7423,23,656076,1,2021-08-03,44411,"Medium Productivity"
"7423_8",NA,123,NA,62,7423,23,656076,1,2021-08-03,44411,"Medium Productivity"
"7423_9",NA,100,NA,45,7423,23,656076,1,2021-08-03,44411,"Medium Productivity"
"7423_10",NA,108,NA,28,7423,23,656076,1,2021-08-03,44411,"Medium Productivity"
"7423_11",NA,116,NA,9,7423,23,656076,1,2021-08-03,44411,"Medium Productivity"
"7423_12",NA,95,NA,0,7423,23,656076,1,2021-08-03,44411,"Medium Productivity"
"7423_13",NA,120,NA,12,7423,23,656076,1,2021-08-03,44411,"Medium Productivity"
"7423_14",NA,117,NA,30,7423,23,656076,1,2021-08-03,44411,"Medium Productivity"
"7423_15",NA,115,NA,49,7423,23,656076,1,2021-08-03,44411,"Medium Productivity"
"7423_16",NA,96,NA,67,7423,23,656076,1,2021-08-03,44411,"Medium Productivity"
"7423_17",NA,110,NA,82,7423,23,656076,1,2021-08-03,44411,"Medium Productivity"
"7422_1",NA,70,NA,185,7422,22,656053,0,2021-08-03,44411,"Low Productivity"
"7422_2",NA,65,NA,167,7422,22,656053,0,2021-08-03,44411,"Low Productivity"
"7422_3",NA,80,NA,152,7422,22,656053,0,2021-08-03,44411,"Low Productivity"
"7422_4",NA,70,NA,137,7422,22,656053,0,2021-08-03,44411,"Low Productivity"
"7422_5",NA,69,NA,115,7422,22,656053,0,2021-08-03,44411,"Low Productivity"
"7422_6",NA,60,NA,101,7422,22,656053,0,2021-08-03,44411,"Low Productivity"
"7422_7",NA,77,NA,83,7422,22,656053,0,2021-08-03,44411,"Low Productivity"
"7422_8",NA,2,NA,67,7422,22,656053,0,2021-08-03,44411,"Low Productivity"
"7422_9",NA,75,NA,47,7422,22,656053,0,2021-08-03,44411,"Low Productivity"
"7422_10",NA,75,NA,32,7422,22,656053,0,2021-08-03,44411,"Low Productivity"
"7422_11",NA,60,NA,5,7422,22,656053,0,2021-08-03,44411,"Low Productivity"
"7422_12",NA,67,NA,11,7422,22,656053,0,2021-08-03,44411,"Low Productivity"
"7422_13",NA,83,NA,27,7422,22,656053,0,2021-08-03,44411,"Low Productivity"
"7422_14",NA,62,NA,42,7422,22,656053,0,2021-08-03,44411,"Low Productivity"
"7422_15",NA,125,NA,56,7422,22,656053,0,2021-08-03,44411,"Low Productivity"
"7422_16",NA,133,NA,72,7422,22,656053,0,2021-08-03,44411,"Low Productivity"
"7422_17",NA,122,NA,92,7422,22,656053,0,2021-08-03,44411,"Low Productivity"
"7422_18",NA,118,NA,111,7422,22,656053,0,2021-08-03,44411,"Low Productivity"
"7422_19",NA,130,NA,126,7422,22,656053,0,2021-08-03,44411,"Low Productivity"
"7422_20",NA,70,NA,142,7422,22,656053,0,2021-08-03,44411,"Low Productivity"
"7430_1",NA,99,NA,162,7430,30,656076,1,2021-08-10,44418,"Medium Productivity"
"7430_2",NA,98,NA,130,7430,30,656076,1,2021-08-10,44418,"Medium Productivity"
"7430_3",NA,117,NA,112,7430,30,656076,1,2021-08-10,44418,"Medium Productivity"
"7430_4",NA,102,NA,92,7430,30,656076,1,2021-08-10,44418,"Medium Productivity"
"7430_5",NA,107,NA,75,7430,30,656076,1,2021-08-10,44418,"Medium Productivity"
"7430_6",NA,114,NA,57,7430,30,656076,1,2021-08-10,44418,"Medium Productivity"
"7430_7",NA,137,NA,37,7430,30,656076,1,2021-08-10,44418,"Medium Productivity"
"7430_8",NA,113,NA,24,7430,30,656076,1,2021-08-10,44418,"Medium Productivity"
"7430_9",NA,110,NA,11,7430,30,656076,1,2021-08-10,44418,"Medium Productivity"
"7430_10",NA,103,NA,4,7430,30,656076,1,2021-08-10,44418,"Medium Productivity"
"7430_11",NA,103,NA,19,7430,30,656076,1,2021-08-10,44418,"Medium Productivity"
"7430_12",NA,110,NA,36,7430,30,656076,1,2021-08-10,44418,"Medium Productivity"
"7430_13",NA,108,NA,54,7430,30,656076,1,2021-08-10,44418,"Medium Productivity"
"7430_14",NA,123,NA,73,7430,30,656076,1,2021-08-10,44418,"Medium Productivity"
"7430_15",NA,133,NA,89,7430,30,656076,1,2021-08-10,44418,"Medium Productivity"
"7430_16",NA,127,NA,106,7430,30,656076,1,2021-08-10,44418,"Medium Productivity"
"7430_17",NA,105,NA,123,7430,30,656076,1,2021-08-10,44418,"Medium Productivity"
"7430_18",NA,116,NA,157,7430,30,656076,1,2021-08-10,44418,"Medium Productivity"
"7429_1",NA,65,NA,167,7429,29,656053,0,2021-08-10,44418,"Low Productivity"
"7429_2",NA,60,NA,149,7429,29,656053,0,2021-08-10,44418,"Low Productivity"
"7429_3",NA,62,NA,133,7429,29,656053,0,2021-08-10,44418,"Low Productivity"
"7429_4",NA,60,NA,117,7429,29,656053,0,2021-08-10,44418,"Low Productivity"
"7429_5",NA,33,NA,97,7429,29,656053,0,2021-08-10,44418,"Low Productivity"
"7429_6",NA,75,NA,78,7429,29,656053,0,2021-08-10,44418,"Low Productivity"
"7429_7",NA,73,NA,57,7429,29,656053,0,2021-08-10,44418,"Low Productivity"
"7429_8",NA,49,NA,37,7429,29,656053,0,2021-08-10,44418,"Low Productivity"
"7429_9",NA,58,NA,24,7429,29,656053,0,2021-08-10,44418,"Low Productivity"
"7429_10",NA,47,NA,11,7429,29,656053,0,2021-08-10,44418,"Low Productivity"
"7429_11",NA,59,NA,7,7429,29,656053,0,2021-08-10,44418,"Low Productivity"
"7429_12",NA,66,NA,21,7429,29,656053,0,2021-08-10,44418,"Low Productivity"
"7429_13",NA,72,NA,37,7429,29,656053,0,2021-08-10,44418,"Low Productivity"
"7429_14",NA,59,NA,58,7429,29,656053,0,2021-08-10,44418,"Low Productivity"
"7429_15",NA,80,NA,75,7429,29,656053,0,2021-08-10,44418,"Low Productivity"
"7429_16",NA,44,NA,88,7429,29,656053,0,2021-08-10,44418,"Low Productivity"
"7429_17",NA,54,NA,107,7429,29,656053,0,2021-08-10,44418,"Low Productivity"
"7429_18",NA,42,NA,125,7429,29,656053,0,2021-08-10,44418,"Low Productivity"
"7429_19",NA,57,NA,141,7429,29,656053,0,2021-08-10,44418,"Low Productivity"
"7429_20",NA,66,NA,157,7429,29,656053,0,2021-08-10,44418,"Low Productivity"
"7427_1",NA,100,NA,152,7427,27,656076,1,2021-08-10,44418,"Medium Productivity"
"7427_2",NA,94,NA,137,7427,27,656076,1,2021-08-10,44418,"Medium Productivity"
"7427_3",NA,100,NA,120,7427,27,656076,1,2021-08-10,44418,"Medium Productivity"
"7427_4",NA,113,NA,102,7427,27,656076,1,2021-08-10,44418,"Medium Productivity"
"7427_5",NA,96,NA,87,7427,27,656076,1,2021-08-10,44418,"Medium Productivity"
"7427_6",NA,112,NA,52,7427,27,656076,1,2021-08-10,44418,"Medium Productivity"
"7427_7",NA,104,NA,30,7427,27,656076,1,2021-08-10,44418,"Medium Productivity"
"7427_8",NA,94,NA,19,7427,27,656076,1,2021-08-10,44418,"Medium Productivity"
"7424_8.5",NA,112,NA,27,7427,27,656076,1,2021-08-10,44418,"Medium Productivity"
"7427_9",NA,107,NA,2,7427,27,656076,1,2021-08-10,44418,"Medium Productivity"
"7427_10",NA,113,NA,42,7427,27,656076,1,2021-08-10,44418,"Medium Productivity"
"7427_11",NA,116,NA,57,7427,27,656076,1,2021-08-10,44418,"Medium Productivity"
"7427_12",NA,110,NA,76,7427,27,656076,1,2021-08-10,44418,"Medium Productivity"
"7427_13",NA,117,NA,92,7427,27,656076,1,2021-08-10,44418,"Medium Productivity"
"7427_14",NA,105,NA,108,7427,27,656076,1,2021-08-10,44418,"Medium Productivity"
"7427_15",NA,102,NA,126,7427,27,656076,1,2021-08-10,44418,"Medium Productivity"
"7427_16",NA,99,NA,142,7427,27,656076,1,2021-08-10,44418,"Medium Productivity"
"7427_17",NA,85,NA,181,7427,27,656041,1,2021-08-10,44418,"Medium Productivity"
"7425_1",NA,64,NA,189,7425,25,656053,0,2021-08-10,44418,"Low Productivity"
"7425_2",NA,67,NA,172,7425,25,656053,0,2021-08-10,44418,"Low Productivity"
"7425_3",NA,50,NA,152,7425,25,656053,0,2021-08-10,44418,"Low Productivity"
"7425_4",NA,73,NA,137,7425,25,656053,0,2021-08-10,44418,"Low Productivity"
"7425_5",NA,80,NA,122,7425,25,656053,0,2021-08-10,44418,"Low Productivity"
"7425_6",NA,63,NA,101,7425,25,656053,0,2021-08-10,44418,"Low Productivity"
"7425_7",NA,64,NA,86,7425,25,656053,0,2021-08-10,44418,"Low Productivity"
"7425_8",NA,76,NA,68,7425,25,656053,0,2021-08-10,44418,"Low Productivity"
"7425_9",NA,68,NA,59,7425,25,656053,0,2021-08-10,44418,"Low Productivity"
"7425_10",NA,85,NA,35,7425,25,656053,0,2021-08-10,44418,"Low Productivity"
"7425_11",NA,80,NA,18,7425,25,656053,0,2021-08-10,44418,"Low Productivity"
"7425_12",NA,70,NA,0,7425,25,656053,0,2021-08-10,44418,"Low Productivity"
"7425_13",NA,60,NA,21,7425,25,656053,0,2021-08-10,44418,"Low Productivity"
"7425_14",NA,80,NA,40,7425,25,656053,0,2021-08-10,44418,"Low Productivity"
"7425_15",NA,45,NA,55,7425,25,656053,0,2021-08-10,44418,"Low Productivity"
"7425_16",NA,65,NA,71,7425,25,656053,0,2021-08-10,44418,"Low Productivity"
"7423_1",NA,98,NA,181,7423,23,656076,1,2021-08-10,44418,"Medium Productivity"
"7423_2",NA,115,NA,168,7423,23,656076,1,2021-08-10,44418,"Medium Productivity"
"7423_3",NA,116,NA,147,7423,23,656076,1,2021-08-10,44418,"Medium Productivity"
"7423_4",NA,100,NA,132,7423,23,656076,1,2021-08-10,44418,"Medium Productivity"
"7423_5",NA,94,NA,115,7423,23,656076,1,2021-08-10,44418,"Medium Productivity"
"7423_6",NA,110,NA,97,7423,23,656076,1,2021-08-10,44418,"Medium Productivity"
"7423_7",NA,118,NA,80,7423,23,656076,1,2021-08-10,44418,"Medium Productivity"
"7423_8",NA,120,NA,62,7423,23,656076,1,2021-08-10,44418,"Medium Productivity"
"7423_9",NA,104,NA,45,7423,23,656076,1,2021-08-10,44418,"Medium Productivity"
"7423_10",NA,103,NA,28,7423,23,656076,1,2021-08-10,44418,"Medium Productivity"
"7423_11",NA,120,NA,9,7423,23,656076,1,2021-08-10,44418,"Medium Productivity"
"7423_12",NA,103,NA,0,7423,23,656076,1,2021-08-10,44418,"Medium Productivity"
"7423_13",NA,116,NA,12,7423,23,656076,1,2021-08-10,44418,"Medium Productivity"
"7423_14",NA,104,NA,30,7423,23,656076,1,2021-08-10,44418,"Medium Productivity"
"7423_15",NA,110,NA,49,7423,23,656076,1,2021-08-10,44418,"Medium Productivity"
"7423_16",NA,123,NA,67,7423,23,656076,1,2021-08-10,44418,"Medium Productivity"
"7423_17",NA,97,NA,82,7423,23,656076,1,2021-08-10,44418,"Medium Productivity"
"7422_1",NA,66,NA,185,7422,22,656053,0,2021-08-10,44418,"Low Productivity"
"7422_2",NA,64,NA,167,7422,22,656053,0,2021-08-10,44418,"Low Productivity"
"7422_3",NA,75,NA,152,7422,22,656053,0,2021-08-10,44418,"Low Productivity"
"7422_4",NA,60,NA,137,7422,22,656053,0,2021-08-10,44418,"Low Productivity"
"7422_5",NA,67,NA,115,7422,22,656053,0,2021-08-10,44418,"Low Productivity"
"7422_6",NA,75,NA,101,7422,22,656053,0,2021-08-10,44418,"Low Productivity"
"7422_7",NA,67,NA,83,7422,22,656053,0,2021-08-10,44418,"Low Productivity"
"7422_8",NA,76,NA,67,7422,22,656053,0,2021-08-10,44418,"Low Productivity"
"7422_9",NA,82,NA,47,7422,22,656053,0,2021-08-10,44418,"Low Productivity"
"7422_10",NA,75,NA,32,7422,22,656053,0,2021-08-10,44418,"Low Productivity"
"7422_11",NA,60,NA,5,7422,22,656053,0,2021-08-10,44418,"Low Productivity"
"7422_12",NA,63,NA,11,7422,22,656053,0,2021-08-10,44418,"Low Productivity"
"7422_13",NA,60,NA,27,7422,22,656053,0,2021-08-10,44418,"Low Productivity"
"7422_14",NA,63,NA,42,7422,22,656053,0,2021-08-10,44418,"Low Productivity"
"7422_15",NA,83,NA,56,7422,22,656053,0,2021-08-10,44418,"Low Productivity"
"7422_16",NA,122,NA,72,7422,22,656053,0,2021-08-10,44418,"Low Productivity"
"7422_17",NA,123,NA,92,7422,22,656053,0,2021-08-10,44418,"Low Productivity"
"7422_18",NA,121,NA,111,7422,22,656053,0,2021-08-10,44418,"Low Productivity"
"7422_19",NA,117,NA,126,7422,22,656053,0,2021-08-10,44418,"Low Productivity"
"7422_20",NA,76,NA,142,7422,22,656053,0,2021-08-10,44418,"Low Productivity"
"7430_1",NA,111,NA,162,7430,30,656076,1,2021-08-19,44427,"Medium Productivity"
"7430_2",NA,109,NA,130,7430,30,656076,1,2021-08-19,44427,"Medium Productivity"
"7430_3",NA,120,NA,112,7430,30,656076,1,2021-08-19,44427,"Medium Productivity"
"7430_4",NA,91,NA,92,7430,30,656076,1,2021-08-19,44427,"Medium Productivity"
"7430_5",NA,95,NA,75,7430,30,656076,1,2021-08-19,44427,"Medium Productivity"
"7430_6",NA,97,NA,57,7430,30,656076,1,2021-08-19,44427,"Medium Productivity"
"7430_7",NA,120,NA,37,7430,30,656076,1,2021-08-19,44427,"Medium Productivity"
"7430_8",NA,132,NA,24,7430,30,656076,1,2021-08-19,44427,"Medium Productivity"
"7430_9",NA,122,NA,11,7430,30,656076,1,2021-08-19,44427,"Medium Productivity"
"7430_10",NA,124,NA,4,7430,30,656076,1,2021-08-19,44427,"Medium Productivity"
"7430_11",NA,123,NA,19,7430,30,656076,1,2021-08-19,44427,"Medium Productivity"
"7430_12",NA,110,NA,36,7430,30,656076,1,2021-08-19,44427,"Medium Productivity"
"7430_13",NA,122,NA,54,7430,30,656076,1,2021-08-19,44427,"Medium Productivity"
"7430_14",NA,120,NA,73,7430,30,656076,1,2021-08-19,44427,"Medium Productivity"
"7430_15",NA,137,NA,89,7430,30,656076,1,2021-08-19,44427,"Medium Productivity"
"7430_16",NA,100,NA,106,7430,30,656076,1,2021-08-19,44427,"Medium Productivity"
"7430_17",NA,111,NA,123,7430,30,656076,1,2021-08-19,44427,"Medium Productivity"
"7430_18",NA,113,NA,157,7430,30,656076,1,2021-08-19,44427,"Medium Productivity"
"7429_1",NA,58,NA,167,7429,29,656053,0,2021-08-19,44427,"Low Productivity"
"7429_2",NA,60,NA,149,7429,29,656053,0,2021-08-19,44427,"Low Productivity"
"7429_3",NA,57,NA,133,7429,29,656053,0,2021-08-19,44427,"Low Productivity"
"7429_4",NA,56,NA,117,7429,29,656053,0,2021-08-19,44427,"Low Productivity"
"7429_5",NA,50,NA,97,7429,29,656053,0,2021-08-19,44427,"Low Productivity"
"7429_6",NA,70,NA,78,7429,29,656053,0,2021-08-19,44427,"Low Productivity"
"7429_7",NA,66,NA,57,7429,29,656053,0,2021-08-19,44427,"Low Productivity"
"7429_8",NA,58,NA,37,7429,29,656053,0,2021-08-19,44427,"Low Productivity"
"7429_9",NA,63,NA,24,7429,29,656053,0,2021-08-19,44427,"Low Productivity"
"7429_10",NA,60,NA,11,7429,29,656053,0,2021-08-19,44427,"Low Productivity"
"7429_11",NA,82,NA,7,7429,29,656053,0,2021-08-19,44427,"Low Productivity"
"7429_12",NA,61,NA,21,7429,29,656053,0,2021-08-19,44427,"Low Productivity"
"7429_13",NA,76,NA,37,7429,29,656053,0,2021-08-19,44427,"Low Productivity"
"7429_14",NA,50,NA,58,7429,29,656053,0,2021-08-19,44427,"Low Productivity"
"7429_15",NA,40,NA,75,7429,29,656053,0,2021-08-19,44427,"Low Productivity"
"7429_16",NA,50,NA,88,7429,29,656053,0,2021-08-19,44427,"Low Productivity"
"7429_17",NA,63,NA,107,7429,29,656053,0,2021-08-19,44427,"Low Productivity"
"7429_18",NA,52,NA,125,7429,29,656053,0,2021-08-19,44427,"Low Productivity"
