"","OTU","VB0889_004","VB0889_006","VB0889_015","VB0889_016","VB0889_017","VB0889_018","VB0889_025","VB0889_028","VB0889_030","VB0889_038","VB0889_042","VB0889_049","VB0889_050","VB0889_051","VB0889_052","VB0889_073","VB0889_074","VB0889_075","VB0889_076","VB0889_077","VB0889_078","VB0889_085","VB0889_086","VB0889_090"
"2146","Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_unclassified_unclassified_unclassified_95be5ec49c21922b8a398c9df570c492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"2147","Bacteria_Planctomycetes_unclassified_unclassified_unclassified_unclassified_unclassified_f8506044eeac9994f7d0c6b400242a09",3,3,1,4,0,0,4,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"2148","Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobiaceae_unclassified_unclassified_1d81fb62819209acdfd4c24e736f9e35",0,1,0,0,0,0,4,0,8,0,0,0,5,0,0,0,4,0,0,5,0,0,11,8
"2149","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Nannocystaceae_Nannocystis_exedens_6f892d900cff26a5cb494dd9cb9952c4",0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2150","Bacteria_Actinobacteria_Thermoleophilia_Solirubrobacterales_unclassified_unclassified_unclassified_5a6b53d580774e29ab8e3c86dc0ab565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"2151","Bacteria_Gemmatimonadetes_Gemmatimonadetes_unclassified_unclassified_unclassified_unclassified_f0f02ad67440817bc1fe2969d7916ddc",0,0,0,0,11,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"2152","Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Micromonosporaceae_Virgisporangium_ochraceum_cc6818dc7ee6f76410ff45de712a564e",0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0
"2153","Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus_unclassified_af93dc3d12e26578f9df5d9edead65da",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2154","Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_unclassified_5132fba5545558800a1be00100014407",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2155","Bacteria_Verrucomicrobia_Opitutae_Opitutales_Opitutaceae_Opitutus_unclassified_43a53b198bb1d6bc209d7b83a83f7aec",0,0,0,0,0,0,4,0,0,21,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"2156","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Myxococcaceae_Anaeromyxobacter_unclassified_05a3ae051c5d7c45d830432114c281fd",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"2157","Bacteria_Armatimonadetes_0319-6E2_unclassified_unclassified_unclassified_unclassified_e53b999caf521ca115431883852ebd49",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,6,0,7,0
"2158","Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_unclassified_46c1336656b855654ba32b8bdf957152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,49,0,0
"2159","Bacteria_Verrucomicrobia_[Spartobacteria]_[Chthoniobacterales]_[Chthoniobacteraceae]_unclassified_unclassified_19e3f0dd61534143740bc9b2bfe71608",0,0,0,0,0,0,0,4,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
"2160","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Myxococcaceae_Anaeromyxobacter_unclassified_337db565adb62134dbd4e4966346d2d7",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,38,0,0,0
"2161","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_unclassified_unclassified_unclassified_19495182cb72a317feda1d28cdb77dae",4,0,0,0,0,0,0,3,0,0,0,0,0,2,4,0,8,5,0,0,0,0,0,0
"2162","Bacteria_Bacteroidetes_Cytophagia_Cytophagales_Cytophagaceae_unclassified_unclassified_039c37fdbc86ce556169f13b456d26f6",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,22,7,0,0,0,0,0
"2163","Bacteria_Planctomycetes_Phycisphaerae_Phycisphaerales_unclassified_unclassified_unclassified_d48ed3f6d9133dc3061116ea8d30dc33",0,0,4,2,4,0,0,0,0,4,5,5,0,4,2,0,2,0,3,8,0,0,0,0
"2164","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_unclassified_unclassified_unclassified_dbf3e564ae600aae50ab8164aa5b0f9e",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"2165","Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Streptomycetaceae_Streptomyces_unclassified_e88da2979b23dc04f695947884124a07",0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
"2166","Bacteria_Bacteroidetes_[Saprospirae]_[Saprospirales]_Chitinophagaceae_unclassified_unclassified_6fcc551cd64362adddc019ff35b4340c",0,0,0,0,5,0,0,3,4,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0
"2167","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Nannocystaceae_Nannocystis_exedens_8144351cf2493f4b329a6fdb014068fc",0,14,0,0,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0
"2168","Bacteria_Firmicutes_Clostridia_Clostridiales_unclassified_unclassified_unclassified_56f281a3026fadbaf3e63def6f56e466",0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
"2169","Bacteria_Planctomycetes_Planctomycetia_Gemmatales_Gemmataceae_unclassified_unclassified_006b015457fb0c8dfe3fcf40a7658753",8,0,0,2,0,4,0,0,0,0,0,0,9,0,0,0,0,10,12,7,0,0,2,0
"2170","Bacteria_Planctomycetes_Phycisphaerae_WD2101_unclassified_unclassified_unclassified_9f23f75ef7ca3318ac87ce27aa4922bb",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"2171","Bacteria_Chloroflexi_Anaerolineae_Caldilineales_Caldilineaceae_unclassified_unclassified_d39fe1d6bcc848f7b2e61fa2dbb0f21f",0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2172","Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_unclassified_unclassified_880f667a14d05765a71c8ee499198352",0,0,0,0,10,3,15,0,0,0,0,0,22,0,0,0,0,0,14,0,0,0,14,0
"2173","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_unclassified_unclassified_unclassified_2f5fcded15527b9d2f660fa737d7cac5",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0
"2174","Bacteria_Acidobacteria_iii1-8_DS-18_unclassified_unclassified_unclassified_aa205d2f62bcebb9c4ac83288912035f",0,8,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0
"2175","Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Inquilinus_unclassified_edf9851389bffe10e0a56cf240245bbb",0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2176","Bacteria_Actinobacteria_Acidimicrobiia_Acidimicrobiales_C111_unclassified_unclassified_cf9466a1a6a91e9c17fd538401272c53",3,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0
"2177","Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_unclassified_6a2b924a11494f6c86428e05fcc5d264",0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0
"2178","Bacteria_Gemmatimonadetes_Gemm-3_unclassified_unclassified_unclassified_unclassified_c49661d118329921f2ce8603521f0b81",0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,28
"2179","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium_unclassified_262030247ef4ec4ac15dcc5c7b2919b0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
"2180","Bacteria_Chlorobi_unclassified_unclassified_unclassified_unclassified_unclassified_79cc3ff82dc8fb8d86dff990938736fb",11,0,4,0,0,0,0,0,0,0,4,0,4,0,8,0,5,0,0,0,0,0,0,0
"2181","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_unclassified_unclassified_0f7a7cd9c1e7a355d0a55e96c2cf8fc9",14,0,7,9,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"2182","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacteraceae_unclassified_unclassified_bf78ca0df4cd175a62fa6d6d2555f847",0,0,0,0,0,0,0,0,9,11,12,0,0,0,0,0,0,0,0,0,4,0,0,0
"2183","Bacteria_Verrucomicrobia_Opitutae_Opitutales_Opitutaceae_unclassified_unclassified_cef8e1cc6488aba458a71ec58a0ec55d",0,0,0,0,0,10,0,0,0,0,0,0,9,0,1,0,0,0,5,0,0,0,0,0
"2184","Bacteria_Gemmatimonadetes_Gemm-3_unclassified_unclassified_unclassified_unclassified_061cd2ed88ec2b1fdaa216f1a738373a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
"2185","Bacteria_Planctomycetes_Phycisphaerae_Phycisphaerales_unclassified_unclassified_unclassified_f0a26cd950537ce40ca522935f5ad72c",6,0,5,3,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,0,0,1,0
"2186","Bacteria_Proteobacteria_Deltaproteobacteria_unclassified_unclassified_unclassified_unclassified_2ccf052c1468a4b00dcea44ebf9a3c99",0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"2187","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_Sorangium_cellulosum_4e914b9eb0418654c7f8251bef3272ec",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2188","Bacteria_Actinobacteria_Thermoleophilia_Solirubrobacterales_Solirubrobacteraceae_unclassified_unclassified_13ccefbf61ddf8bd7f8379e35947dc22",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"2189","Bacteria_Planctomycetes_Planctomycetia_Gemmatales_Gemmataceae_Gemmata_unclassified_2bc159c59262347aa425f31f20ecdcb0",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,23,0,1
"2190","Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Sinobacteraceae_unclassified_unclassified_5fe613c0d4437da4dc62e8074d3190d6",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2191","Bacteria_Chloroflexi_Anaerolineae_SBR1031_A4b_unclassified_unclassified_03c6775629b2f3f9bbad4a9a3055ef4c",0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0
"2192","Bacteria_Acidobacteria_Acidobacteria-6_iii1-15_RB40_unclassified_unclassified_20e4c6226862c712379986c2bce16d51",0,0,0,0,0,5,0,0,0,0,0,0,0,19,7,0,22,0,0,0,0,0,0,0
"2193","Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_unclassified_unclassified_78a4a56e2dcf62db740e5cbf2d8b6887",20,0,0,0,0,4,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
"2194","Bacteria_Cyanobacteria_ML635J-21_unclassified_unclassified_unclassified_unclassified_1e6a5968e5f8549bddea650e72ff1da8",2,0,1,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
"2195","Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Streptomycetaceae_unclassified_unclassified_6f68b6b2266da8fc2502434e675c794a",0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2196","Bacteria_Armatimonadetes_0319-6E2_unclassified_unclassified_unclassified_unclassified_24b5f144888fcca90004b38a3f4a43f5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
"2197","Bacteria_Planctomycetes_Planctomycetia_Gemmatales_Gemmataceae_Gemmata_unclassified_7335a575b864a9b0210a2c66bc13d698",0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0
"2198","Bacteria_Planctomycetes_Planctomycetia_Gemmatales_Gemmataceae_unclassified_unclassified_00987d2207f8a8dddfbe97b0d62424a2",0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"2199","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_unclassified_unclassified_unclassified_c4cc12c6a483d850d3114011ce48ba96",0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
"2200","Bacteria_Proteobacteria_Alphaproteobacteria_Kiloniellales_unclassified_unclassified_unclassified_1508767e351a41d41b05a4c83f2c2627",0,11,0,4,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,7,0,17,0
"2201","Bacteria_Chloroflexi_unclassified_unclassified_unclassified_unclassified_unclassified_4cb510211e0c70d1602f9a72d4a5167a",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"2202","Bacteria_Armatimonadetes_0319-6E2_unclassified_unclassified_unclassified_unclassified_d8201499ca0e866131f0e0cd10584120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"2203","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_0319-6G20_unclassified_unclassified_2eb89b72387f62f1dacc5bfd0bc976fa",0,4,0,0,0,0,1,0,4,0,0,0,0,0,3,1,2,0,2,0,0,0,0,0
"2204","Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Streptosporangiaceae_Nonomuraea_unclassified_26b2a9d51ca2972518485db523c42378",0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2205","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_unclassified_unclassified_unclassified_edc47197df71a6ea8e537e9df02240d2",0,0,0,15,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"2206","Bacteria_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylocaldum_unclassified_01c8258fe5071472144f4bc60d2f0823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0
"2207","Bacteria_Chloroflexi_Chloroflexi_Chloroflexales_Oscillochloridaceae_Oscillochloris_unclassified_cd69c9dd83b9b0b41edbea9beda130fc",1,0,0,0,0,0,0,0,0,0,6,3,2,6,0,0,0,0,0,0,1,0,0,0
"2208","Bacteria_Bacteroidetes_Sphingobacteriia_Sphingobacteriales_unclassified_unclassified_unclassified_a473f34e598b86412f5014cea983559f",0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2209","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_unclassified_unclassified_unclassified_bb4fd58808d3927eba2539e587273d1d",0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210","Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_unclassified_51d5a93fc09ecfc3adcf19cc8e53cd4d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0
"2211","Bacteria_Chloroflexi_S085_unclassified_unclassified_unclassified_unclassified_68db4fb83475e73004431aed15b1deee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0
"2212","Bacteria_Planctomycetes_Planctomycetia_Gemmatales_Isosphaeraceae_unclassified_unclassified_fb72b7892c3718066e9abb0ef42b89de",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2213","Bacteria_Verrucomicrobia_[Spartobacteria]_[Chthoniobacterales]_[Chthoniobacteraceae]_unclassified_unclassified_f9ce803d0c88cb2a57cc4fe47f99bd0a",0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
"2214","Bacteria_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_f74b016f3b8f5d6007ae8f7362bd7cf9",0,0,5,3,0,2,0,0,0,0,0,6,0,0,3,0,0,0,0,2,6,0,0,0
"2215","Bacteria_Planctomycetes_Planctomycetia_Gemmatales_Gemmataceae_Gemmata_unclassified_3f352519d53447ad256eb4db488bd2b3",0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"2216","Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_unclassified_b7ab0b60cdbc222586cc29e558a35fba",0,0,0,0,0,0,0,3,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0
"2217","Bacteria_Gemmatimonadetes_Gemm-3_unclassified_unclassified_unclassified_unclassified_10aa97dec74a095cb8172ce431f855b8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
"2218","Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_edaphicus_8933279d7980d67a31391280690b7d42",0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,8,0,0,0,0
"2219","Bacteria_Gemmatimonadetes_Gemm-3_unclassified_unclassified_unclassified_unclassified_abb77e0cf6b1b4d7cb6ef8d9d7d33e50",5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2220","Bacteria_Acidobacteria_Solibacteres_Solibacterales_unclassified_unclassified_unclassified_bb7f74d3aa7b6cf7bc6632d37cefd2fe",0,0,0,0,0,0,0,0,0,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"2221","Bacteria_Planctomycetes_Planctomycetia_Gemmatales_Gemmataceae_Gemmata_unclassified_0503fd6a135873088c76f2462432216f",0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"2222","Bacteria_Planctomycetes_Phycisphaerae_WD2101_unclassified_unclassified_unclassified_4144b1ff960df42eb25d9597e09c6aab",0,5,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0
"2223","Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_unclassified_unclassified_a131ed3ae1dfa409f0b48258db04ec48",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0
"2224","Bacteria_Bacteroidetes_Cytophagia_Cytophagales_Flammeovirgaceae_unclassified_unclassified_e7b66d508a9142d5df50cab0b6724339",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"2225","Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_unclassified_unclassified_30d4885c17bcf446273f0b2257092e24",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0
"2226","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_OM27_unclassified_unclassified_1fad0199639b825435bbf1fe66b2dff6",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2227","Bacteria_Acidobacteria_Sva0725_Sva0725_unclassified_unclassified_unclassified_09de2147fb60da427d668c97b9c47df4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
"2228","Bacteria_Acidobacteria_Solibacteres_Solibacterales_unclassified_unclassified_unclassified_846f68ca4d6f62ba322af28406a5674a",6,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0
"2229","Bacteria_Planctomycetes_Planctomycetia_Gemmatales_Gemmataceae_unclassified_unclassified_29f269cfb76fa94179502e4fa3ffad5a",0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
"2230","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_unclassified_unclassified_unclassified_96a5ffe47707595455422db0d506c20d",0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0
"2231","Bacteria_Bacteroidetes_[Saprospirae]_[Saprospirales]_Chitinophagaceae_Flavisolibacter_unclassified_7168b5dd014d5e9921856c83520a4318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
"2232","Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_curdlanolyticus_ab49ff2593787add3bee1b97d27eefd0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"2233","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_unclassified_unclassified_unclassified_ae937b051806af160be274b431cf167a",0,0,0,0,0,0,0,21,0,0,0,0,8,0,0,25,0,0,0,0,0,0,0,0
"2234","Bacteria_Actinobacteria_Thermoleophilia_Gaiellales_Gaiellaceae_unclassified_unclassified_3dc46e4dd600568f5d0ffa9ac0932e05",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0
"2235","Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_unclassified_dccb899c5c06e31fc1f7253efd01d2f9",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,4,0,0,0,0
"2236","Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Sinobacteraceae_unclassified_unclassified_44954c9e8d330e648cc74463dd2615b6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"2237","Bacteria_Planctomycetes_Planctomycetia_Pirellulales_Pirellulaceae_unclassified_unclassified_753d7e4295a5cf3b167fe693c201ffab",0,0,0,1,0,2,0,3,0,0,0,0,2,0,0,0,0,6,0,0,4,12,0,2
"2238","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_unclassified_unclassified_unclassified_c2a6eb9b1002f99a637b60154a05776b",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"2239","Bacteria_Actinobacteria_Thermoleophilia_Gaiellales_Gaiellaceae_unclassified_unclassified_13dacf6885c16e2bb0439f9ac917c20c",0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0
"2240","Bacteria_Proteobacteria_Deltaproteobacteria_unclassified_unclassified_unclassified_unclassified_cdb6e2fbb4a9c27c7b2d830cde6a1848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
"2241","Bacteria_Acidobacteria_Sva0725_Sva0725_unclassified_unclassified_unclassified_a05992133a32a299d1ad3c881b635f5e",0,0,0,0,0,0,0,1,0,0,0,0,0,24,0,0,0,0,16,0,0,0,0,0
"2242","Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Azorhizophilus_unclassified_d21aadada2e570579d2a94430db740d0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0
"2243","Bacteria_Bacteroidetes_[Saprospirae]_[Saprospirales]_Chitinophagaceae_Flavisolibacter_unclassified_54b0bef75982be727449aa49da879fd3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"2244","Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_Aeromicrobium_unclassified_f8119db23244cad00bfddec7a80fb161",0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"2245","Bacteria_Armatimonadetes_[Fimbriimonadia]_[Fimbriimonadales]_[Fimbriimonadaceae]_Fimbriimonas_unclassified_25b8a9737fc28929c24fc49d78affaa4",0,0,0,0,0,0,20,0,0,0,0,0,8,0,0,0,0,0,0,0,0,23,22,0
"2246","Bacteria_Armatimonadetes_0319-6E2_unclassified_unclassified_unclassified_unclassified_7cfb2936a4076413bb27cf24172be7b0",0,0,0,3,0,0,6,0,0,0,0,0,0,15,0,0,0,0,0,0,7,0,0,0
"2247","Bacteria_Proteobacteria_Deltaproteobacteria_Bdellovibrionales_Bacteriovoracaceae_Peredibacter_starrii_b9868e0e2e04446a0f9875c7cff5748e",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"2248","Bacteria_Proteobacteria_Gammaproteobacteria_Legionellales_Coxiellaceae_unclassified_unclassified_ddd51ea614cc45c8e385ffefb373f26e",0,0,0,0,0,0,14,0,0,0,0,0,0,7,0,0,10,0,7,7,0,0,0,0
"2249","Bacteria_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_a88d5570083c7091a60f484b65f43a12",4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2250","Bacteria_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_71c064e601317ecdac1a9da43ec707f3",0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"2251","Bacteria_Proteobacteria_Gammaproteobacteria_Legionellales_Coxiellaceae_Aquicella_unclassified_00c89af4dd51c34910b6d59217230311",0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,8,0
"2252","Bacteria_Chloroflexi_Chloroflexi_[Roseiflexales]_unclassified_unclassified_unclassified_7d4df27eb854392bafb130e3e2d4f9ee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,10,0,0,0
"2253","Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_unclassified_0a47370bf843cb8c2435a38b08004453",0,0,0,0,0,0,0,0,0,0,0,0,8,0,30,0,0,0,0,0,0,0,0,0
"2254","Bacteria_Bacteroidetes_[Saprospirae]_[Saprospirales]_Chitinophagaceae_Flavisolibacter_unclassified_07d61e3709cd4f8805a7b76289f58c9d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
"2255","Bacteria_Chloroflexi_TK10_B07_WMSP1_unclassified_unclassified_unclassified_8a70e3a504582cd0b67744a6f1880f29",4,0,0,0,0,0,0,4,0,0,0,0,6,4,0,0,0,0,0,2,3,0,0,0
"2256","Bacteria_Chloroflexi_Chloroflexi_[Roseiflexales]_unclassified_unclassified_unclassified_a556d2977506d109d655ed290c5c5553",2,0,7,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"2257","Bacteria_Planctomycetes_Planctomycetia_Gemmatales_Isosphaeraceae_unclassified_unclassified_e4931996d1152a33f8496ab13d52c8b1",4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"2258","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_unclassified_unclassified_unclassified_45efbef2454e26604a289a4e22409850",0,9,0,10,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
