"","OTU","VB0889_004","VB0889_006","VB0889_015","VB0889_016","VB0889_017","VB0889_018","VB0889_025","VB0889_028","VB0889_030","VB0889_038","VB0889_042","VB0889_049","VB0889_050","VB0889_051","VB0889_052","VB0889_073","VB0889_074","VB0889_075","VB0889_076","VB0889_077","VB0889_078","VB0889_085","VB0889_086","VB0889_090"
"325","Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Pseudoxanthomonas_unclassified_c247ea089c20c31dcd8bbd54b0775534",6,6,37,9,3,11,18,27,24,33,23,23,38,2,7,8,4,0,18,20,11,14,26,0
"326","Bacteria_Acidobacteria_Acidobacteria-6_iii1-15_unclassified_unclassified_unclassified_3d9087ce80c5f5def06eb5ba8287b927",9,7,8,22,9,22,12,7,16,0,30,0,7,12,6,14,10,11,8,28,17,0,0,9
"327","Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_unclassified_f1323ea921d8b13b0eae20ce1028ae2e",0,13,12,19,12,32,19,9,22,11,12,15,16,21,0,10,25,29,18,21,11,22,27,22
"328","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Nannocystaceae_Nannocystis_unclassified_fd76cfcc41bf8f87e362067a23b327c3",21,17,11,24,11,18,20,18,15,0,18,15,18,23,27,13,15,33,18,18,10,19,20,22
"329","Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Streptosporangiaceae_unclassified_unclassified_b29bb836ce695bfd7c7326fbda6336e0",0,23,24,54,0,19,21,0,0,0,18,31,0,29,23,0,17,0,0,24,0,28,0,0
"330","Bacteria_Chloroflexi_Thermomicrobia_JG30-KF-CM45_unclassified_unclassified_unclassified_6262fb84b8746ed6d56767f1852623f0",17,23,29,12,18,0,28,16,10,0,31,42,14,13,14,30,0,21,16,24,19,44,11,26
"331","Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Kineosporiaceae_unclassified_unclassified_3286f84a9b2edbd613b0e6d709efd1ca",0,87,24,42,65,46,0,0,0,0,26,64,0,13,0,48,0,0,0,17,48,31,47,0
"332","Bacteria_Firmicutes_Clostridia_Clostridiales_Symbiobacteriaceae_Symbiobacterium_unclassified_684cc72e842349d047ac86ea624cf965",19,10,20,19,21,24,0,14,14,0,20,18,14,63,9,33,26,11,20,22,21,0,21,28
"333","Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Sinobacteraceae_unclassified_unclassified_0c98925113ff8c4ae7e7d01598309b55",35,35,11,23,0,40,52,18,21,0,19,0,32,27,0,36,27,0,16,45,31,0,36,39
"334","Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_unclassified_unclassified_unclassified_f45016f51a2b65d0356d8ead678d124b",17,21,29,0,0,22,0,24,16,0,0,33,15,17,26,0,0,15,15,18,0,0,0,22
"335","Bacteria_Gemmatimonadetes_Gemmatimonadetes_unclassified_unclassified_unclassified_unclassified_2ce2f3d782ff47783a22796d2fe6e754",29,36,22,0,22,20,41,0,4,0,15,0,9,0,0,30,4,21,0,12,30,0,72,29
"336","Bacteria_Actinobacteria_Thermoleophilia_Gaiellales_Gaiellaceae_unclassified_unclassified_1db675d22ee38e5f796529efa8eeeb16",25,0,31,0,43,0,0,17,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
"337","Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Micromonosporaceae_unclassified_unclassified_6e37853b87613b1b8a44f0780ca7529d",25,9,2,19,16,15,25,15,19,0,12,19,9,20,11,16,0,0,15,10,17,0,0,33
"338","Bacteria_Actinobacteria_Acidimicrobiia_Acidimicrobiales_unclassified_unclassified_unclassified_f1b311be428820f433cb7375edfad617",16,28,27,7,17,10,7,17,20,37,17,16,13,6,15,27,16,7,13,0,24,26,6,23
"339","Bacteria_Acidobacteria_Sva0725_Sva0725_unclassified_unclassified_unclassified_96c051475fd720e801b99c79ac6e358d",26,75,9,17,30,20,0,49,0,22,0,0,0,0,42,39,67,0,27,31,29,0,0,0
"340","Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_unclassified_unclassified_14948cbf75789cfa2a46190e80ec95f4",30,0,19,14,20,13,22,21,23,0,29,0,0,17,7,26,18,12,17,17,16,28,15,9
"341","Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Kaistobacter_unclassified_c8bc9bb46bbe58cd4465a03a07ad9fcf",8,0,23,13,24,27,26,17,16,0,21,25,16,6,11,24,11,36,8,22,0,49,20,0
"342","Bacteria_Proteobacteria_Deltaproteobacteria_[Entotheonellales]_[Entotheonellaceae]_unclassified_unclassified_1bfedafce5e9ab4670ba8714e2f287a2",11,21,10,2,29,9,7,11,13,17,0,22,13,13,8,24,16,12,13,9,18,18,21,15
"343","Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_unclassified_unclassified_unclassified_6f678bd40c3e8d3af14210ec2366e4d7",0,0,0,46,0,0,0,24,0,0,0,0,0,0,0,0,38,0,17,18,0,0,0,0
"344","Bacteria_Chloroflexi_Thermomicrobia_JG30-KF-CM45_unclassified_unclassified_unclassified_32b1cedd3bdabdbd0ff5537610bfde03",28,0,28,34,43,0,35,17,0,0,41,0,23,34,23,30,0,16,42,28,0,0,0,0
"345","Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Lysobacter_yangpyeongensis_1538d4e8c13efa31851c0ecf647f5562",11,0,21,7,0,24,15,14,11,22,0,14,28,13,14,12,20,45,10,23,17,0,0,9
"346","Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_unclassified_unclassified_unclassified_4cb0ad288b3d90b9edad5dd58a1cfc9a",23,12,20,14,25,24,15,12,19,17,18,10,17,20,10,25,23,9,21,17,9,0,32,7
"347","Bacteria_Bacteroidetes_Cytophagia_Cytophagales_Cytophagaceae_Rhodocytophaga_unclassified_413ab132442061e13d875f298b3e0766",0,25,23,21,0,9,16,35,30,0,0,29,31,8,18,0,0,11,7,0,20,27,0,0
"348","Bacteria_Proteobacteria_Betaproteobacteria_SC-I-84_unclassified_unclassified_unclassified_fca2a7389e541eae74963aa0f7dda248",32,0,21,23,0,26,18,14,17,0,24,0,25,14,12,31,20,24,25,15,15,45,16,17
"349","Archaea_Crenarchaeota_Thaumarchaeota_Nitrososphaerales_Nitrososphaeraceae_CandidatusNitrososphaera_SCA1145_caee5146b2444b3aae59711847e9f44a",18,12,6,26,25,32,11,14,23,12,28,19,32,81,8,12,13,19,25,32,13,10,23,10
"350","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Nannocystaceae_Plesiocystis_unclassified_27db870c3d174a6b78b3cb9dfeb8ec79",16,0,0,13,29,15,73,11,10,0,18,0,16,21,86,15,14,12,13,33,29,0,26,16
"351","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_unclassified_unclassified_unclassified_ec0dae5671db75b4e35f79903534f23e",7,0,9,0,0,0,0,7,14,0,13,0,21,12,14,0,0,27,50,0,0,0,0,0
"352","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_unclassified_unclassified_unclassified_31ceb6acfed0ff2260278b9c543901e1",25,18,43,48,0,15,0,45,48,0,49,29,52,0,216,0,21,28,0,21,46,0,0,26
"353","Bacteria_Proteobacteria_Betaproteobacteria_Ellin6067_unclassified_unclassified_unclassified_176d23337a2f8e8d99d65b08efd34e75",28,15,26,28,0,47,40,0,37,50,43,33,0,15,0,28,10,30,18,44,0,0,35,0
"354","Bacteria_Bacteroidetes_[Saprospirae]_[Saprospirales]_Chitinophagaceae_Flavisolibacter_unclassified_9c9320b9849a9dd06c45c3836b37dcee",0,0,26,0,29,3,16,21,10,38,7,15,16,77,54,70,0,21,0,0,59,56,0,34
"355","Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_unclassified_unclassified_9f8ae42bec975277e3c188b7eccb1d7a",15,0,17,24,0,31,0,15,0,0,0,0,24,35,0,17,31,26,37,20,0,27,38,4
"356","Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus_unclassified_c79721967e2495433643398dc7c8abab",0,0,0,0,0,26,0,0,23,0,74,165,10,0,0,0,0,0,55,62,0,0,0,0
"357","Bacteria_Actinobacteria_Thermoleophilia_Solirubrobacterales_Solirubrobacteraceae_unclassified_unclassified_3275b7a2240852e67bd9ba3b894a9383",9,17,6,7,11,29,12,23,16,22,8,28,7,9,6,10,0,13,24,11,9,8,22,15
"358","Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Pseudonocardiaceae_Saccharopolyspora_unclassified_9f2fbd4e43d45401006936e4ac847f99",6,13,16,27,20,13,11,15,29,28,38,7,6,5,9,5,11,22,14,11,19,25,24,12
"359","Bacteria_Nitrospirae_Nitrospira_Nitrospirales_Nitrospiraceae_Nitrospira_unclassified_e2bef54551173c18132825d5156e35b7",19,19,0,0,42,0,20,16,0,17,22,0,0,15,0,0,0,0,13,14,19,0,28,10
"360","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_unclassified_unclassified_unclassified_139b022f47e35cc1ad41024bb1174751",19,17,22,24,23,18,13,18,7,23,25,20,11,38,7,16,48,5,17,4,23,31,0,3
"361","Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_unclassified_d808fb59707b01e9c7c0c24f792b8654",4,25,7,3,24,6,9,7,3,31,5,22,122,8,11,0,98,209,4,32,0,48,0,58
"362","Bacteria_Actinobacteria_Nitriliruptoria_Euzebyales_Euzebyaceae_Euzebya_unclassified_a3e92880f1b288c37bb45973bdd3a823",17,31,0,11,26,0,0,0,0,23,0,41,0,0,16,18,0,0,0,0,27,0,18,39
"363","Bacteria_Acidobacteria_[Chloracidobacteria]_RB41_Ellin6075_unclassified_unclassified_bfe58915c56e7ab22389e6fd332e6298",27,0,26,20,24,17,19,10,18,29,24,24,12,23,21,14,53,29,12,22,13,0,36,22
"364","Bacteria_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Phenylobacterium_unclassified_5a0ea56b2af4df8a10a190e4e4a8d3da",29,11,18,15,32,17,23,21,25,0,31,0,25,19,16,4,29,42,26,16,20,0,25,29
"365","Bacteria_Acidobacteria_Sva0725_Sva0725_unclassified_unclassified_unclassified_28fe38ccf7753da51a1da54f6aae2f92",0,0,36,28,0,53,0,43,36,0,18,34,33,0,0,0,0,22,18,26,17,0,122,17
"366","Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Nocardioidaceae_unclassified_unclassified_be8bf3ab2de7d9ffb7447d7e09fc5107",23,21,16,16,34,0,0,18,0,43,6,27,9,0,20,42,0,0,9,0,20,0,0,17
"367","Bacteria_Bacteroidetes_Cytophagia_Cytophagales_Cytophagaceae_unclassified_unclassified_e321fbdf0804c7fc97c8d4d4dadebfbc",25,0,0,32,0,40,14,24,0,31,0,0,24,0,0,38,30,37,0,28,17,0,31,25
"368","Bacteria_Chloroflexi_TK10_unclassified_unclassified_unclassified_unclassified_54a3cfd83652e5f2632d3d04012b6631",14,9,17,17,17,18,8,19,23,0,11,14,5,25,8,19,0,20,15,22,16,37,16,15
"369","Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_Rhodoplanes_unclassified_2e2c7d06e2ae60bd75db04ced5e01b61",11,22,14,23,21,19,11,22,31,0,22,18,47,14,10,15,32,9,26,25,15,14,22,18
"370","Bacteria_Actinobacteria_Thermoleophilia_Gaiellales_Gaiellaceae_unclassified_unclassified_0484c76d51e953df875b43df6997dcb6",28,25,0,11,32,8,19,23,0,0,28,19,21,0,16,25,0,20,16,0,19,0,0,16
"371","Bacteria_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Phenylobacterium_unclassified_f2223054e67e601da0b94d46032efe50",8,0,28,12,45,0,11,25,17,18,43,20,15,22,81,45,0,61,93,9,20,0,19,11
"372","Bacteria_Gemmatimonadetes_Gemm-1_unclassified_unclassified_unclassified_unclassified_cd67d882c2aa6a17a4d6256984ee5a53",17,16,15,17,12,17,21,12,25,16,28,14,11,12,14,10,6,33,18,19,6,17,0,16
"373","Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Micromonosporaceae_unclassified_unclassified_b942c0c80d4124d93a9949adaeecaa0a",23,18,20,18,15,16,17,9,9,17,17,16,16,16,8,13,9,30,12,12,7,13,17,23
"374","Bacteria_Actinobacteria_Thermoleophilia_Gaiellales_Gaiellaceae_unclassified_unclassified_238ce5d53385830b10e50b1a97a6d5eb",27,0,21,0,36,0,23,0,0,0,0,0,0,0,14,0,0,0,13,0,20,0,0,0
"375","Bacteria_Actinobacteria_Thermoleophilia_Solirubrobacterales_Solirubrobacteraceae_unclassified_unclassified_37e2062bb8684b32541887a0ccf6271c",25,28,23,19,0,16,0,16,31,0,31,39,16,17,0,20,0,18,17,0,12,0,0,15
"376","Bacteria_Acidobacteria_Acidobacteria-6_iii1-15_unclassified_unclassified_unclassified_687c639a98242f797adeac7cd14e58bd",33,15,37,26,0,25,32,14,12,0,37,0,28,19,29,33,0,30,32,31,29,0,0,10
"377","Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Rubrivivax_unclassified_8853711fd40110bc601bf3a9b5af6ac3",0,0,0,25,0,16,0,0,23,0,0,0,29,0,0,0,19,0,22,0,31,0,74,0
"378","Bacteria_Actinobacteria_Thermoleophilia_Gaiellales_Gaiellaceae_unclassified_unclassified_e2af5264fdf0668519860e127c85c0f2",18,19,21,18,35,0,22,16,0,0,0,0,11,13,22,15,0,0,12,18,14,0,0,15
"379","Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_unclassified_unclassified_7a59dcb904aac55755be5a818df54d88",0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
"380","Bacteria_Bacteroidetes_[Saprospirae]_[Saprospirales]_Chitinophagaceae_Flavisolibacter_unclassified_f89fba57d2c865f1e2774abd93e73264",25,9,24,0,0,0,0,11,32,48,10,5,15,0,9,10,0,11,0,3,0,0,7,16
"381","Bacteria_Firmicutes_Bacilli_Turicibacterales_Turicibacteraceae_Turicibacter_unclassified_07d0062e63a21a31a692129f8fe16ac6",17,8,7,17,21,2,10,7,17,9,0,16,9,71,0,5,28,9,11,15,8,8,0,11
"382","Bacteria_Proteobacteria_Deltaproteobacteria_[Entotheonellales]_[Entotheonellaceae]_unclassified_unclassified_04a3e540c5cea68acb68e4938bef4c76",19,18,6,18,16,10,23,11,5,20,8,21,13,15,8,29,0,13,6,11,16,0,21,12
"383","Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Kineosporiaceae_unclassified_unclassified_d27abdd30ae27edf89167c0218a4236d",37,21,28,24,24,23,13,24,24,0,9,0,15,18,20,21,14,14,0,27,35,49,15,0
"384","Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_unclassified_unclassified_unclassified_f1151d1d9ea7e8f9cda4495b086bb0b2",18,0,7,12,9,0,35,11,8,0,14,13,9,10,0,22,0,15,19,0,18,0,19,19
"385","Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Pseudonocardiaceae_Amycolatopsis_unclassified_5b96f1e49ee8f9fa869983bc414b4c5d",0,13,0,27,20,20,4,7,20,0,7,0,4,17,19,0,16,3,19,14,0,0,15,10
"386","Bacteria_Acidobacteria_Solibacteres_Solibacterales_unclassified_unclassified_unclassified_a408b17c218adfec67c3cfe0b3f8801b",10,18,11,17,17,6,25,14,17,10,16,17,17,12,12,32,14,32,42,15,17,0,30,22
"387","Bacteria_Proteobacteria_Betaproteobacteria_unclassified_unclassified_unclassified_unclassified_dbbde7780e5102fb2e4a03a8db517e6d",20,16,9,10,0,0,0,8,0,8,10,10,0,14,0,0,0,0,12,13,16,0,0,0
"388","Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_unclassified_unclassified_7dc4dd08efd9fc0f0aee1c647d0be832",0,0,0,0,0,0,0,28,0,41,18,39,0,0,0,0,0,0,0,39,0,0,44,19
"389","Bacteria_Actinobacteria_Thermoleophilia_Solirubrobacterales_Solirubrobacteraceae_unclassified_unclassified_322700a26a5f2a34a021cb8f0b53648a",35,17,17,16,41,0,17,21,15,0,18,0,14,9,12,24,0,35,0,27,26,33,0,51
"390","Bacteria_Acidobacteria_Acidobacteriia_Acidobacteriales_Koribacteraceae_unclassified_unclassified_ba1158d6bfe66c88c128ef7f6d301868",0,11,14,35,39,0,0,22,0,36,10,25,16,22,0,0,34,17,35,23,26,33,26,25
"391","Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_unclassified_unclassified_8e938c0a1c0e7c6975dfbfb6def06e92",12,15,23,17,0,12,0,26,36,0,37,37,37,24,11,0,0,29,32,27,17,24,0,23
"392","Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_unclassified_unclassified_e57bf306f2965b3b41c87b47bfbfc68b",0,16,14,27,0,11,7,9,0,11,9,9,9,15,9,0,11,10,13,35,13,0,31,0
"393","Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_unclassified_unclassified_09a0f08c867a618fe1f41d44c5309916",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"394","Bacteria_Actinobacteria_Thermoleophilia_Gaiellales_Gaiellaceae_unclassified_unclassified_aca8b08cb7546493b4214b4f3180c5e7",7,6,15,11,12,17,12,6,15,0,14,0,8,0,0,23,6,16,0,0,0,20,0,0
"395","Bacteria_Actinobacteria_Thermoleophilia_Solirubrobacterales_unclassified_unclassified_unclassified_97eb47f4f77ef099873a98b384a92667",0,17,0,21,0,12,22,12,0,0,27,0,22,0,0,9,11,18,19,10,10,0,7,0
"396","Bacteria_Acidobacteria_Acidobacteria-6_iii1-15_unclassified_unclassified_unclassified_cac61939aafdb3eda63fdb0fc9643cc2",0,21,32,30,0,36,28,25,28,0,32,0,53,35,0,28,20,25,23,27,24,0,50,14
"397","Bacteria_Gemmatimonadetes_Gemm-5_unclassified_unclassified_unclassified_unclassified_ce77d4088f760017e34ecfdc334abfea",9,15,18,19,11,23,9,6,26,0,20,14,11,11,8,10,5,26,20,16,5,22,12,16
"398","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Haliangiaceae_unclassified_unclassified_b176abf45f2e7c571c801fcbb5babe2c",20,23,0,22,29,16,15,25,18,30,26,28,20,26,13,24,38,22,21,18,21,31,0,0
"399","Bacteria_Acidobacteria_Acidobacteria-6_iii1-15_unclassified_unclassified_unclassified_e06025073a634f7fecf3bdf2e5b72013",0,0,14,15,0,45,24,0,0,0,42,21,22,0,0,27,37,0,0,44,41,36,42,45
"400","Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Microbacteriaceae_Agromyces_unclassified_86ca218b2173314809bcbd84c2e19fcf",28,34,25,0,10,15,12,13,0,40,0,0,18,3,16,29,0,13,8,0,29,39,0,29
"401","Bacteria_Verrucomicrobia_[Spartobacteria]_[Chthoniobacterales]_[Chthoniobacteraceae]_unclassified_unclassified_991ffa7de32186e86aca7a9334e07cb1",30,25,16,33,0,22,10,24,21,21,11,47,0,22,1,10,21,33,10,28,15,20,16,19
"402","Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_unclassified_unclassified_2ff947fb436094d81bc2cc3ae8e7f00d",6,7,4,19,0,25,13,13,19,11,10,10,23,44,9,12,15,22,16,19,4,30,10,9
"403","Bacteria_Chloroflexi_TK10_B07_WMSP1_unclassified_unclassified_unclassified_1e3c8995d94b69cd579f4a4faf9c9866",22,21,20,7,16,13,17,13,19,21,10,9,8,15,20,31,4,1,12,9,17,28,0,22
"404","Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_unclassified_unclassified_b8b105a68a962f80506a10c3a46ec33a",12,27,12,22,12,17,0,26,24,0,35,0,29,13,11,14,0,24,13,24,14,0,23,23
"405","Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Cohnella_unclassified_eebe02cb8d3a348e024a60df2fbf0bbc",1,13,2,16,30,0,21,0,17,50,25,9,13,11,15,0,0,31,11,0,15,15,18,0
"406","Bacteria_Actinobacteria_MB-A2-108_0319-7L14_unclassified_unclassified_unclassified_c254c7ccdc159fcd344326b8529f4716",9,8,17,14,17,9,17,6,7,0,11,6,8,7,6,8,18,12,7,13,8,0,11,15
"407","Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_Devosia_unclassified_30aa1e72c469fef79625e430235f1888",24,9,20,9,4,10,23,27,27,0,14,11,25,16,13,20,11,20,16,3,6,19,10,23
"408","Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Actinosynnemataceae_unclassified_unclassified_8ad377beda7cbd3b1cfed84773751ba8",0,0,0,6,9,0,6,0,0,0,25,0,0,18,0,0,19,0,44,17,0,0,0,22
"409","Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Streptomycetaceae_unclassified_unclassified_5c544006a016d76e2414ed00b4585ae5",0,34,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,15,32,0,0,0,0
"410","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_Aetherobacter_fasciculatus_3dbaa11f898fdbb30471a88c7c4fe25f",36,0,33,18,0,16,15,22,7,26,9,20,0,0,11,10,15,16,6,26,13,0,22,24
"411","Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_unclassified_1b93a6ae2b98cabf275c4fa1739822e5",18,26,0,0,21,32,11,18,25,0,0,19,34,9,38,5,12,26,5,18,19,21,52,0
"412","Bacteria_Chloroflexi_TK10_AKYG885_Dolo_23_unclassified_unclassified_26474bf8a701bbd9f8eea7f81a8d3437",0,23,0,9,11,13,0,10,17,0,25,0,16,9,4,14,0,18,4,31,0,40,0,13
"413","Bacteria_Acidobacteria_Acidobacteria-6_iii1-15_unclassified_unclassified_unclassified_012142d8b6b284b665532082117b461f",0,0,17,0,0,0,19,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,29,0
"414","Bacteria_Gemmatimonadetes_Gemm-1_unclassified_unclassified_unclassified_unclassified_4127b9632680408231c85b0ae9e610ec",17,0,0,22,0,20,20,13,0,0,0,17,0,0,17,9,0,6,0,21,0,0,44,0
"415","Bacteria_Firmicutes_Bacilli_Bacillales_unclassified_unclassified_unclassified_cb6a59fbf6a5e1fed6bfe86ad5d82351",0,67,29,0,0,45,0,51,49,0,21,31,115,60,80,0,23,0,24,35,0,0,0,0
"416","Bacteria_Verrucomicrobia_[Pedosphaerae]_[Pedosphaerales]_unclassified_unclassified_unclassified_8707b8da80848033c064f7eb6075eab2",26,17,21,8,21,5,11,24,18,23,16,19,27,15,11,19,45,6,9,21,19,18,30,12
"417","Bacteria_Acidobacteria_Acidobacteria-6_iii1-15_unclassified_unclassified_unclassified_f6437c619976d0dcc33bd1ae21e9d445",12,13,15,12,46,0,28,13,10,0,0,12,19,26,8,22,22,9,19,0,0,24,36,0
"418","Bacteria_Acidobacteria_[Chloracidobacteria]_PK29_unclassified_unclassified_unclassified_69b57dccd2e24e0cdfe78c06bea30507",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,11,0,0,0
"419","Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_unclassified_unclassified_6ea079c50023bb03f47c6d9b3c02fe42",10,15,6,6,8,15,8,11,6,5,0,10,3,10,4,9,11,11,16,28,12,23,0,0
"420","Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_unclassified_unclassified_unclassified_7e5b012f907a525b9240e8f759be3748",0,0,0,0,35,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421","Bacteria_Acidobacteria_[Chloracidobacteria]_RB41_unclassified_unclassified_unclassified_186a3d4366557ad63cbbe4ffe38f66f7",6,12,11,10,12,9,27,10,10,18,10,0,9,18,0,24,19,8,8,14,8,0,19,27
"422","Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_unclassified_unclassified_bb0b693b66a2c2d2a81f60854963fef1",0,65,0,0,0,0,0,52,0,0,0,0,35,0,0,0,43,0,0,55,0,0,0,0
"423","Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Sinobacteraceae_Steroidobacter_unclassified_202962fa9f29f4499d62d9a2f79a1316",16,8,19,16,0,13,8,12,22,20,19,36,26,10,4,36,17,30,18,0,12,0,0,3
"424","Bacteria_Acidobacteria_Solibacteres_Solibacterales_unclassified_unclassified_unclassified_0bb8f937d2d40221fad55b2e3dfa0285",13,15,12,20,5,18,32,23,14,26,14,21,28,17,13,12,20,12,14,5,18,37,12,17
"425","Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_unclassified_unclassified_9fe96345fe823bb2b8ee5d87480d95ed",0,0,0,0,0,49,37,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
"426","Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Sinobacteraceae_unclassified_unclassified_f23011e603e3a0d0fc34b1700622c33f",0,0,7,0,0,10,0,0,0,0,7,0,0,4,0,0,0,2,5,11,18,0,0,0
"427","Bacteria_Nitrospirae_Nitrospira_Nitrospirales_Nitrospiraceae_unclassified_unclassified_1e3651896cd8f2ce1e2bd796424196a1",0,17,17,16,13,15,19,11,14,0,6,23,0,10,0,20,6,7,8,5,11,20,9,6
"428","Bacteria_Chloroflexi_Anaerolineae_H39_unclassified_unclassified_unclassified_80db2d2a622fa6d9f78b406f32ac85f5",10,11,23,18,11,24,9,10,11,23,9,21,8,4,6,16,10,18,4,15,14,39,19,9
"429","Bacteria_Planctomycetes_Planctomycetia_Gemmatales_Isosphaeraceae_unclassified_unclassified_3eb6412da38e6e9e17d6fe649b7ba019",20,0,13,8,14,21,32,14,9,15,19,0,20,17,11,19,12,12,22,14,24,0,25,18
"430","Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Cellulomonadaceae_Cellulomonas_xylanilytica_ad3013a3ebea46bc6d759a702fc3fdf8",0,15,19,11,0,0,4,20,19,29,20,2,8,7,0,26,0,0,0,3,11,0,0,21
"431","Bacteria_Actinobacteria_Thermoleophilia_Gaiellales_Gaiellaceae_unclassified_unclassified_7892120793f9b18fe28889ef03173fad",13,0,0,0,54,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
"432","Bacteria_Actinobacteria_Acidimicrobiia_Acidimicrobiales_AKIW874_unclassified_unclassified_a1d972737fa43b8a9ed6be2b49624763",11,13,14,20,15,14,15,21,0,22,30,12,14,12,20,17,15,13,15,21,0,0,0,0
"433","Bacteria_Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophobacteraceae_unclassified_unclassified_3767d7a6805ba078552e5f47af9aba12",6,14,4,11,17,19,18,5,11,0,6,7,7,6,6,12,3,5,2,11,13,11,0,14
"434","Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_unclassified_unclassified_unclassified_dd148a6ee9a7ce3dbd59c4b29d13900e",24,14,11,16,10,14,17,10,12,13,13,15,29,13,3,24,19,10,20,32,12,26,20,18
"435","Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Rubellimicrobium_unclassified_db87cb2635a673c86e47ef9741423fb8",20,0,20,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12
