"","OTU","VB0889_004","VB0889_006","VB0889_008","VB0889_015","VB0889_016","VB0889_017","VB0889_018","VB0889_020","VB0889_021","VB0889_023","VB0889_024","VB0889_025","VB0889_028","VB0889_030","VB0889_031","VB0889_032","VB0889_038","VB0889_042","VB0889_044","VB0889_047","VB0889_048","VB0889_049","VB0889_050","VB0889_051","VB0889_052","VB0889_057","VB0889_060","VB0889_068","VB0889_070","VB0889_072","VB0889_073","VB0889_074","VB0889_075","VB0889_076","VB0889_077","VB0889_078","VB0889_081","VB0889_082","VB0889_083","VB0889_084","VB0889_085","VB0889_086","VB0889_090","VB0889_091","VB0889_097","VB0889_099","VB0889_101","VB0889_102","VB0889_107","VB0889_114","VB0889_117","VB0889_119","VB0889_126","VB0889_127","VB0889_128","VB0889_131","VB0889_136","VB0889_137"
"104","Fungi_Ascomycota_Dothideomycetes_Pleosporales_Sporormiaceae_unclassified_unclassified_b5eb4ec891f5ff91e3d163f830d4616a",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","Fungi_Ascomycota_Sordariomycetes_Xylariales_Diatrypaceae_Monosporascus_Monosporascus_sp_cae8212e0d1ea24c2cbe552c8803f87a",0,5,0,0,0,0,0,5,19,9,0,0,4,0,2,0,0,13,0,0,0,22,0,54,0,0,0,0,0,3,0,45,24,0,50,140,3,0,0,4,2,0,1,1,0,0,0,5,0,0,0,0,0,5,0,0,95,0
"106","Fungi_Ascomycota_Sordariomycetes_Sordariales_Lasiosphaeriaceae_Schizothecium_Schizothecium_inaequale_e06f821ebdfac7c580a0929d826cd432",0,0,0,0,7,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,21,0,0,0,0,0,0,0,18,0,7,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0
"107","Fungi_Ascomycota_Dothideomycetes_Pleosporales_Pleosporaceae_Alternaria_Alternaria_hungarica_3b4c384c991a28e6d77e151b58e40591",6,3,0,2,3,1,0,0,0,19,3,9,4,0,6,0,27,0,7,0,2,2,6,0,0,8,8,0,50,20,0,2,3,0,0,2,1,2,4,6,0,0,4,16,3,3,0,12,11,16,3,0,5,0,6,6,0,5
"108","Fungi_Ascomycota_Sordariomycetes_Hypocreales_Stachybotryaceae_Alfaria_unclassified_6b9af80fabd3e144f4a5d78341bfd7cb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"109","Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae_gen_Incertae_sedis_Glomeraceae_sp_ecdef9c20a596f8924124d0883a2dbd3",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,40,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,40,1,0,9,24,0,0,0,14,0,16,0,0,0
"110","Fungi_Basidiomycota_Agaricomycetes_Cantharellales_Ceratobasidiaceae_unclassified_unclassified_69ba6dd13a513011eeaab2dfa0e150fa",0,6,0,0,0,0,0,0,0,0,0,0,26,0,0,8,2,0,0,0,18,0,0,0,0,0,0,0,1,6,30,29,0,0,0,3,0,0,0,0,0,0,174,2,7,0,4,0,0,0,0,0,0,0,2,0,0,0
"111","Fungi_Ascomycota_Eurotiomycetes_Onygenales_Arachnomycetaceae_Arachnomyces_Arachnomyces_pilosus_8d487f5eb1a6285f847ac9e1a8539f5d",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,4,0,0,0,0,0,0,0,2,0,0,0,6,0,0,3,0,16,0,9,5,0,0,0,0,0,0,0,3,0,0,0,0,0,16,0,7,0,0,0,0,0
"112","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_5e14a5ea38097fab98a93b366b2eac37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0
"113","Fungi_Ascomycota_Dothideomycetes_Pleosporales_Sporormiaceae_Preussia_Preussia_terricola_c4d4785dead27fc2f245ccf4248a04ee",0,42,0,0,0,1,0,0,59,0,10,0,0,0,0,0,0,0,0,103,0,24,0,0,0,0,0,0,0,4,0,13,0,0,0,63,0,0,0,0,0,0,0,0,1,22,0,24,5,0,0,0,0,0,0,0,0,3
"114","Fungi_Mortierellomycota_Mortierellomycetes_Mortierellales_Mortierellaceae_Mortierella_Mortierella_ambigua_6ad7d1571580fa85052b62c9af2d8844",60,5,25,0,40,3,0,0,0,0,0,0,0,1,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,31,0,12,0,15,0,0,0,0,0,0,5,0,0,0,21,31,0,4,0,0,0,0,0,0,2,3,14
"115","Fungi_Ascomycota_Pezizomycetes_Pezizales_Ascodesmidaceae_Cephaliophora_Cephaliophora_sp_3902fa8da746b3cfbe383b00521d338c",18,0,9,1,0,5,3,5,0,0,4,2,0,14,3,0,0,3,5,1,1,25,0,5,0,6,4,9,0,0,1,7,0,12,1,1,7,0,0,12,1,36,3,7,3,1,7,11,0,0,7,4,1,2,0,0,0,7
"116","Fungi_Ascomycota_Eurotiomycetes_Eurotiales_Aspergillaceae_Aspergillus_Aspergillus_flavus_2f9297cdaa96a84c203bafc26ad7ef58",63,0,0,7,9,0,0,0,16,0,9,0,0,0,0,0,0,0,5,0,6,18,10,0,0,0,0,0,18,0,10,0,15,0,3,0,0,0,4,0,0,0,0,0,0,10,0,4,0,0,0,0,13,0,11,0,0,0
"117","Fungi_Basidiomycota_Tremellomycetes_Filobasidiales_Filobasidiaceae_Naganishia_Naganishia_albida_7b34a0d4f90d284ef86532785de39a5c",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,12,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"118","Fungi_Ascomycota_Sordariomycetes_Microascales_Microascaceae_Canariomyces_Canariomyces_arenarius_46f9869099d8964a5f9af5184b8b1b22",11,0,30,0,4,21,0,15,0,7,0,0,0,0,0,6,5,0,0,7,0,0,0,17,0,0,3,0,8,0,26,0,28,0,2,6,4,10,1,9,0,0,0,8,0,0,0,0,0,0,17,0,11,0,0,6,0,0
"119","Fungi_Ascomycota_Dothideomycetes_Pleosporales_Sporormiaceae_Preussia_Preussia_terricola_946ecfae9b914145c37abf350d5e51f0",0,0,7,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,14,0,59,0,32,13,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,60,0,0,0,0,0,0,0,74,0,0,0,0,0,35
"120","Fungi_Ascomycota_Sordariomycetes_unclassified_unclassified_unclassified_unclassified_bb27b76d8adc795671568329ee0545bd",0,0,7,7,0,0,3,11,0,0,0,11,16,3,6,0,0,5,0,11,0,29,0,44,0,0,0,0,0,0,0,0,0,0,0,18,0,0,10,15,17,0,0,39,0,0,0,0,0,0,0,7,31,0,0,11,0,8
"121","Fungi_Ascomycota_Sordariomycetes_Hypocreales_Nectriaceae_Paracremonium_Paracremonium_inflatum_0c5468ffccf03006f0e0ed81a7604f56",0,0,0,0,0,3,0,0,0,0,0,5,2,8,12,0,11,0,10,11,0,0,5,0,0,6,0,5,0,0,0,0,1,10,6,0,11,9,0,0,0,0,0,0,10,0,5,0,0,3,0,0,0,0,9,0,0,0
"122","Fungi_Ascomycota_Dothideomycetes_Pleosporales_Sporormiaceae_Preussia_Preussia_globosa_814c4e99bc4e7a376311891f112f5eeb",0,0,0,0,0,2,0,0,25,0,0,0,1,0,0,0,5,0,0,6,0,0,0,0,0,2,0,14,0,0,0,0,2,4,1,0,0,0,5,0,0,5,0,1,0,3,1,3,0,10,0,5,0,0,2,14,6,0
"123","Fungi_Ascomycota_Sordariomycetes_unclassified_unclassified_unclassified_unclassified_1f533a953cf14039236f3fa826b1e083",0,0,0,0,10,0,0,0,41,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,9,6,0,0,8,9,0,0,0,7,1,0,0,0,0,0,0,0,45,0,0,0,0,3,0,0,0,0,0,0,0
"124","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_e222ea09efd35d5da17adf1dd6f5abb6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,42,0,0,0,0,0,0,0,0
"125","Fungi_Mortierellomycota_Mortierellomycetes_Mortierellales_Mortierellaceae_Mortierella_Mortierella_wolfii_31f95534b4b66a435bb511db12e2caca",3,2,0,0,0,1,1,0,7,0,9,6,0,14,0,0,4,0,1,3,0,0,0,3,0,7,3,0,0,0,0,0,6,2,0,0,3,8,0,0,3,0,0,0,0,0,0,1,0,0,16,4,2,0,3,7,2,12
"126","Fungi_Ascomycota_Sordariomycetes_Hypocreales_Hypocreales_fam_Incertae_sedis_Acremonium_Acremonium_persicinum_cf7eebbf15ad2583e6df48d41e76cde7",0,0,0,0,0,0,0,17,0,0,0,29,0,0,0,56,0,0,7,0,30,0,0,0,0,0,0,0,0,0,14,0,0,0,8,36,0,0,0,0,0,0,12,0,0,14,9,11,9,0,0,12,0,0,0,69,0,10
"127","Fungi_Ascomycota_Sordariomycetes_Sordariales_Chaetomiaceae_unclassified_unclassified_5f81f20047c3fb5f68cf40c997c3f907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,5,0,0,0,2,0,0
"128","Fungi_Rozellomycota_Rozellomycota_cls_Incertae_sedis_Rozellomycota_ord_Incertae_sedis_Rozellomycota_fam_Incertae_sedis_Rozellomycota_gen_Incertae_sedis_Rozellomycota_sp_56e7afe934c9fede8971f14af3acd92b",0,3,7,0,3,0,1,0,0,0,0,4,0,0,0,0,0,3,7,0,0,6,0,1,0,0,0,0,6,0,0,0,0,2,12,0,0,0,6,18,6,15,0,5,8,0,0,0,3,0,10,0,0,4,0,4,0,0
"129","Fungi_Basidiomycota_Agaricomycetes_Agaricales_Pluteaceae_Volvariella_unclassified_961f316417631312b4a3b483d1101414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130","Fungi_Ascomycota_Sordariomycetes_Hypocreales_Nectriaceae_Fusarium_Fusarium_equiseti_18a0cb9c1a1b24adfa0cfe243b109968",0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
"131","Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Rhizophagus_unclassified_68adf083cd595a75c31803dfb7bd8876",19,0,0,12,0,0,0,0,0,0,0,0,30,23,0,0,0,0,0,0,0,0,0,59,0,0,0,0,13,0,10,0,0,0,16,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"132","Fungi_Ascomycota_Sordariomycetes_Microascales_Microascaceae_Microascus_Microascus_alveolaris_4e6cdf7d884d86fba1833ae3aecda2f1",0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","Fungi_Ascomycota_Pezizomycetes_Pezizales_Ascobolaceae_Ascobolus_Ascobolus_sp_c61655c3897573ba20793038b7cf8cb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41,0,0,0,0,0,0,0,0,0
"134","Fungi_Ascomycota_Sordariomycetes_Lulworthiales_Lulworthiaceae_Lulworthiaceae_gen_Incertae_sedis_Lulworthiaceae_sp_71f3d2c3942a985b375cb65b81dcb1ef",0,0,0,0,17,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,12,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"135","Fungi_Ascomycota_Sordariomycetes_Sordariales_Lasiosphaeriaceae_Schizothecium_unclassified_6c6ee7442c8590fbb997d6d463d030ae",0,0,0,0,0,0,0,0,21,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
"136","Fungi_Ascomycota_Sordariomycetes_Sordariales_Chaetomiaceae_unclassified_unclassified_8c0c9393ac87ed2af73d02bebeb11fbe",2,1,10,0,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,6,3,0,1,0,5,2,0,2,5,8,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,6,0,0,0,0,0,0,0
"137","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_861fa7868a75fdc2269d2fa7bbc85573",11,0,23,0,0,0,7,10,0,0,9,10,0,0,6,0,1,0,17,3,10,19,0,0,4,0,0,0,0,5,3,0,0,0,0,6,0,5,0,0,16,0,0,0,4,13,0,7,1,0,0,8,8,0,1,5,0,0
"138","Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Septoglomus_Septoglomus_sp_8d03350ffb360c00cfa4fc80138b1752",43,0,32,0,0,30,0,0,0,0,0,0,0,0,0,0,7,0,0,21,22,0,0,31,0,0,0,0,1,0,11,0,0,0,6,0,0,0,0,0,0,5,8,0,3,0,0,0,0,0,0,6,5,0,0,0,7,0
"139","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_0b7ee1958f68c82b823cbf513d06c502",13,0,0,1,1,34,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0
"140","Fungi_Ascomycota_Dothideomycetes_Pleosporales_Pleosporaceae_Alternaria_unclassified_0295097a99ff182f719b221bb51cc414",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,15,0,0,0,0,0,0,0,0,0,0,0,38
"141","Fungi_Calcarisporiellomycota_Calcarisporiellomycetes_Calcarisporiellales_Calcarisporiellaceae_Calcarisporiella_Calcarisporiella_thermophila_b5355017e786eb2e91e95f18d6ebd6de",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,8,3,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,8,0,0,0,0,0
"142","Fungi_Ascomycota_Dothideomycetes_Capnodiales_Cladosporiaceae_Cladosporium_Cladosporium_halotolerans_ba4a9f9487e4860b0413cf8504c0870b",0,11,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,3,0,0,0,15,32,0,0,8,0,0,12,10,0,10,10,7,0,0,0,0,0,0,0,0,33,0,40
"143","Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Funneliformis_Funneliformis_mosseae_a130bc6d32c696565fc97a677796b826",0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","Fungi_Ascomycota_Sordariomycetes_Sordariales_Lasiosphaeriaceae_Schizothecium_unclassified_a2f62aca6844e4e4f46f003922d56861",0,0,0,0,0,0,0,0,9,0,0,17,19,0,0,0,0,11,7,0,0,0,0,0,0,0,5,16,9,0,0,0,0,0,0,0,0,0,9,12,12,0,0,19,0,0,0,0,0,0,0,17,0,0,0,0,0,9
"145","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_70f6aa041db96ab07bdbf6b2d72b1c23",3,2,0,3,0,2,0,0,2,6,10,0,30,2,0,13,20,0,13,10,9,0,2,0,1,6,0,10,6,21,12,0,0,0,2,10,0,16,0,0,10,0,2,5,17,5,22,4,2,0,1,4,0,6,2,1,0,3
"146","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_700376ff87730ae092cf4c412c4334f6",3,0,0,0,1,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,1,3,2,0,2,10,3,2,0,1,0,5,4,0,0,2,0,0,0,0,0,0,8,0,0,0,9,0,0,8,0,2,0,0,0,0,0
"147","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_3a5ccbfb779d64a0ef93c97d3eddde7b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","Fungi_Ascomycota_Sordariomycetes_Sordariales_Chaetomiaceae_Allocanariomyces_Allocanariomyces_tritici_7df7a2d07948809df984e43a2448502e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149","Fungi_Ascomycota_Sordariomycetes_Xylariales_Diatrypaceae_Monosporascus_Monosporascus_sp_a5718e7d91bb3c43903e972b4eb52537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
"150","Fungi_Mortierellomycota_Mortierellomycetes_Mortierellales_Mortierellaceae_Mortierella_unclassified_9d6588585d7fe2817627700167c8ffd9",0,2,0,6,0,8,16,2,0,0,0,12,2,3,7,5,3,9,2,0,0,14,0,26,0,0,4,0,3,0,0,5,5,2,7,0,0,0,1,0,0,0,0,6,0,0,0,0,5,0,0,15,0,5,1,6,0,0
"151","Fungi_Ascomycota_Dothideomycetes_Pleosporales_Sporormiaceae_Preussia_Preussia_globosa_72f058f625faae95cc8440e32b3165d1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","Fungi_Ascomycota_Sordariomycetes_Sordariales_Sordariales_fam_Incertae_sedis_Madurella_Madurella_tropicana_b3cbdb329c8f009ef0822673e2bed34b",0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,3,0,0,0
"153","Fungi_Ascomycota_Dothideomycetes_Pleosporales_Sporormiaceae_Preussia_Preussia_sp_c76f4f0e3be2fc6c1fbf58ea5e5714fb",0,0,0,0,0,0,0,0,0,16,0,0,0,0,11,0,20,0,0,0,0,26,0,0,0,0,21,0,0,14,0,0,20,0,4,0,0,7,0,0,0,0,0,5,9,0,10,0,0,0,0,0,0,0,10,0,0,0
"154","Fungi_Ascomycota_Eurotiomycetes_Onygenales_Onygenaceae_Chrysosporium_Chrysosporium_lobatum_553558734f994eb6dda2f501d3342b69",5,0,0,6,0,0,0,2,9,1,0,0,6,2,0,5,0,0,0,4,0,0,0,4,3,0,0,4,19,7,1,0,4,0,1,1,2,0,5,0,4,0,0,3,1,0,0,0,1,0,5,6,0,0,0,0,3,2
"155","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_6281fdba30f590a7e38bb54881499b04",0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156","Fungi_Ascomycota_Sordariomycetes_Sordariales_Lasiosphaeriaceae_Schizothecium_Schizothecium_inaequale_e25826df214510cfb865e1689050b95a",0,0,0,0,0,0,0,0,0,17,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","Fungi_Ascomycota_Sordariomycetes_Sordariales_Podosporaceae_Cladorrhinum_Cladorrhinum_sp_a0c209fb07971b99b0adfe5f0f1f7a1c",0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0
"158","Fungi_Ascomycota_Pezizomycetes_Pezizales_Pyronemataceae_Scutellinia_Scutellinia_scutellata_e107ee39a291088c9d5404e0a86209f6",2,2,0,0,0,7,2,8,4,0,11,0,0,2,2,0,0,0,3,0,0,0,0,11,0,1,2,0,0,0,0,5,3,0,9,0,11,1,0,6,10,0,0,0,0,3,2,0,0,0,0,20,1,4,4,2,0,2
"159","Fungi_Ascomycota_Orbiliomycetes_Orbiliales_Orbiliaceae_Arthrobotrys_Arthrobotrys_sp_cb757376651d5057137d047c17858958",0,0,0,0,0,14,0,0,63,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0
"160","Fungi_Ascomycota_Pezizomycetes_Pezizales_Ascodesmidaceae_Cephaliophora_Cephaliophora_sp_944765eb377c2bf09d3ec1795e12a7ad",0,6,0,0,0,0,0,0,2,0,0,0,4,5,0,5,5,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,6,2,0,0,0,147,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,2,0
"161","Fungi_Mortierellomycota_Mortierellomycetes_Mortierellales_Mortierellaceae_Mortierella_Mortierella_alpina_d2cb4e14fa0bff1d217f1e51730659bc",1,2,0,0,0,0,0,0,5,5,2,0,0,0,0,0,1,0,0,0,8,3,4,0,0,3,2,0,0,0,0,0,6,5,0,0,2,0,0,0,0,0,0,3,0,0,0,5,0,0,0,14,5,0,2,0,0,6
"162","Fungi_Calcarisporiellomycota_Calcarisporiellomycetes_Calcarisporiellales_Calcarisporiellaceae_Calcarisporiella_Calcarisporiella_thermophila_61790a31367fa2446ac360aa742621a4",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,2,0,0,0,17,92,0,0,0,0,0,0,0
"163","Fungi_Ascomycota_Sordariomycetes_Sordariales_Chaetomiaceae_Ovatospora_Ovatospora_mollicella_2aaffbcd30e6bc96e65ab9d784ebad92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242
"164","Fungi_Mortierellomycota_Mortierellomycetes_Mortierellales_Mortierellaceae_Mortierellaceae_gen_Incertae_sedis_Mortierellaceae_sp_a71ed576b7d412bd081503356e82b07a",0,0,8,0,11,13,0,0,0,0,0,6,0,3,0,0,4,5,2,0,0,0,0,0,0,5,0,13,0,0,0,2,9,5,0,11,4,0,4,0,0,0,2,0,0,0,0,0,1,0,0,0,2,6,2,0,0,2
"165","Fungi_Ascomycota_Sordariomycetes_Sordariales_Chaetomiaceae_Acrophialophora_Acrophialophora_jodhpurensis_470817a204818d365b5bc7b957035146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0
"166","Fungi_Glomeromycota_Paraglomeromycetes_Paraglomerales_Pervetustaceae_Pervetustaceae_gen_Incertae_sedis_Pervetustaceae_sp_8c241628c5ba7d54515dc11e64e75db2",0,0,0,0,3,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,6,6,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,7
"167","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_11edb27ce17d666313eb334be5e6e3d1",0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0
"168","Fungi_Ascomycota_Sordariomycetes_Xylariales_Diatrypaceae_Monosporascus_Monosporascus_sp_3c1879e4bf539ee49caa0e9d65a1ea4f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
"169","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_8a958467716cee4ae82fa639ac09b5f6",14,0,0,0,0,25,0,0,0,20,0,0,0,0,0,3,10,0,0,71,0,0,0,0,33,0,0,0,0,0,0,0,12,0,0,0,0,13,0,0,0,0,0,0,0,0,4,0,0,0,0,37,0,0,0,0,0,0
"170","Fungi_Ascomycota_Sordariomycetes_Sordariales_unclassified_unclassified_unclassified_4e67552b4464f9913d54295f5e2ba343",0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,7
"171","Fungi_Basidiomycota_Agaricomycetes_Corticiales_Corticiaceae_Waitea_Waitea_circinata_31f9ce69cee0de27e507b5dd09e12cca",7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172","Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Glomeraceae_gen_Incertae_sedis_Glomeraceae_sp_743672988add2946e4b0de5991eccd4a",0,13,0,0,4,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
