FeatureID,Kingdom,Phylum,Class,Order,Family,Genus,Species
4bf28a6c9be6e3009fd094119ba5d0fa,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,unclassified,unclassified
6c1378ffa475dcb89ed512eb1ea99f68,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,unclassified,unclassified
12ab1b95f593de5a629afa005acb36be,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,unclassified,unclassified
1869c3ec0ceb2429611187e0bb0deef4,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,unclassified,unclassified
8a94935c50c7cf12b1a1af8444942455,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,unclassified,unclassified
278da2fb1a3adaea12c46b81c24b8cd0,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,unclassified,unclassified
f4c2421f6d85873f1b0786a593727f71,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,unclassified,unclassified
f8300d580637c44dfe4d276efa87a7a4,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,unclassified,unclassified
83b1eb9c5209616c86b679cd78df512b,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,unclassified,unclassified
86bcabe78c045b782a8366127caf641e,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,unclassified,unclassified
c27899974c9184a381b14ef06b764f57,Bacteria,Firmicutes,Clostridia,Clostridiales,SBYG_4172,unclassified,unclassified
af1718b119d61e0707dacf863c2fd99c,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,unclassified,unclassified
38a9fe1e95435ed38bc07a7b99239eb6,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,unclassified,unclassified
