FeatureID,Kingdom,Phylum,Class,Order,Family,Genus,Species
d74f61a69ee4746f52227e2f10321615,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Acanthamoeba,unclassified
46c1336656b855654ba32b8bdf957152,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,unclassified
2bdcf2b201cbac24431dd55d6633782a,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura,unclassified
a793d17271d24bf4b7636dcb08626419,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,unclassified
430055b30cafb0654a24d7ceacfb08c0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,unclassified
1c58aad387d0cb74ee90993eb10b8300,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,unclassified
fd0264e87eecfe37fc48dab2ac291ca0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,unclassified
b03d139d373b40b4b64106b9e4b01842,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,unclassified
1afede945738aae9a6a223f8b4652276,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified
920a3e9726d648c986bc1f8ecd54250c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,unclassified
e987d6fadcb443633e4b7fbafacd1132,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,unclassified
c00d3037ee919fbaf359b5a4f399794d,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
e4104ab52768afb198181de28ad29445,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,unclassified
72828830944d018c59b2f57ead3822b6,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
20eedbdb919061d0eae11c6b10b8f32d,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,unclassified
2070bcf66d54b6b4c1521f444443856f,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Phytophthora,unclassified
2338aace1a20b45775561f426836aec1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified
1c854703a37c655fa0a1c45836525f16,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,unclassified
7ed31dbe85fbd96aaca57c9a97297a8c,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,unclassified
a3c69945459c0333c1bcc970ba9e49c9,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified
eb944af358727c109ab6a783973860cd,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Chelatococcus,unclassified
6915ec8714706fda87e4aca481d5cd1b,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Acanthamoeba,unclassified
b76bb66542c3d7aa5cfe503b921b9d53,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,unclassified
ef26442262d303f92b3be9a253589ac0,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,unclassified
68fef1af1468834455bb692bccc2fd2c,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
4ee99d1df00ed97fcd027d9157eacb75,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,Microtetraspora,unclassified
3526ff0edf3c5ebe882a488a8db375f3,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,unclassified
85ee156a7d4f14ca3e57ca7b8fdb7bc6,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,unclassified
8551d62b535b2192a32fe3394d62d78b,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,unclassified
3438d9a8f390c1ad370af12d3029d535,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Micromonospora,unclassified
b63ad9410e83e7e1bfeaa0fb55684792,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified
122d4f62ceb65a5e2af4e8fdeb458cbc,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,unclassified
277f2cdfbb7413dc76b308e34a95dbe1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Stella,unclassified
71be674af0ca0de0497599dc37b2fdb6,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
ee0d40b719fbc60c450d4710b50da125,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
5b6636b5cc4ff62bde1a67a67a4b7a70,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Phytophthora,unclassified
c43ab7703929959d9b7a462ace817fcc,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,unclassified
72ccc8c23077a0b4164af44ef55f72f9,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Phytohabitans,unclassified
c595dcaa485feb591c1f77ec9caec0a2,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,unclassified
e630657c53eb342d6446f189682ca94d,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,unclassified
bb1d54d69cf406da75110035cf2e364f,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified
8e68fee2630eb838b4f7bde201f56b55,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,unclassified
99c95edd3a0ae57f0839b6c231563813,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,unclassified
4d902c2d69c694c129ae8b52ab0b0dce,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
feef2cd202180cd509afa2021514b55f,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified
5db4acb958de758f5c5a782fbd4c57ea,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified
35e7b44c672e37d6d3cde7cd64fcc00b,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
88112607c24fb4e40947f6c54653c85f,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
015640fc27b79bc8a68fe8ca8154a361,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,unclassified
478ea45cb6f2a3aec0e07eb63ab357ee,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Cystobacter,unclassified
9900ba14cbd0bb14ad522f873225bd13,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
7e28f1182d1a8ec1717ec97c9f83f216,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium,unclassified
d15dc71f6b854901de500ee76e3c7688,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,Nonomuraea,unclassified
3e465895a7fc3b3f13258388869a405e,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,unclassified
0a6f6a11f9056c02a2a634ae910a2cb0,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dyella,unclassified
30f2118cff62db316b69499882dc7d34,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Ammoniphilus,unclassified
4195f719b90eac989a4e5091ca738c3d,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
56990d80f9005d691fb271dd5e111852,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
f09466a9660bc971ae7c48419a43d8ad,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,unclassified
89efef73a2cef7fa266d404f776fe7a0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
49d1768665f99d8ebc835d2e82778f58,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,unclassified
6a2b924a11494f6c86428e05fcc5d264,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,unclassified
b698fabbc70a2374c8974a75ee7b1ae3,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,Nonomuraea,unclassified
0be372f1e48dc22c1b15de5fefefc2e8,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified
d994db416da8ccfccf8688e2ad6d4f41,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,unclassified
4af2bfcffae6d0c86400da5c521484a3,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
cc7b2da47cd51635f0bbaf47bea6358b,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix,unclassified
373330eab3591c629d89248cad6c411d,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,unclassified
640d70ddb88303af2f870ea978b6716c,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,unclassified
5c78314ff92e6fec9aa07acc1fa0dc24,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified
7318153d37d74c12d9b8b48e99505a59,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Amycolatopsis,unclassified
018b49891a2a2c201ae74b00e9e0df09,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,unclassified
56bda54ad969f043490a5f2509772d32,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified
7f55f6fcd3f33e97c72c92c9c200ba51,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,unclassified
777913df78b985b37a3e8cf81484bd5d,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,unclassified
76caf8456d8e17234dd1d9cdd2628ccb,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Bacillus,unclassified
625da6a43ac8aef7b83d7d291c6bcb8d,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinospicaceae,Actinospica,unclassified
4dae80c19803d159c5366fef4e30ac22,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Actinoplanes,unclassified
c1d1d54980238db0bc6b8681c45d8061,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,CandidatusKoribacter,unclassified
c8ce52c6d5695ef04dcfefed2c64877f,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
2cd20bce675849b29aa9aea8f6e65e9b,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,unclassified
b4464a382e0aa4f62baed7b6032adf0f,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,unclassified
5eb4c74a7646f9bde75497bb3e39cabe,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Acanthamoeba,unclassified
71bc1dcdc5f7a396e9e56b0804c71cd4,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,unclassified
45e4be8e16753ffd4bb4872bf6a35f37,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified
7eded2c4af47891107ba79393265ccbe,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,unclassified
2453ec6181509dbd28e75ad3291f4145,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Salinibacterium,unclassified
819f4828f4cceda425737819ab317f37,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,unclassified
21f88d989774005dbd1cad607ce89da9,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
479b71ffcf2ca847d2f110cd4992ee01,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,unclassified
f0422ed7806184c9ac413376d4f42dee,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,unclassified
56bc66eb186e5a60134799e135385e03,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,unclassified
ef9221ba7b6afc2ca459a3496436305e,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,unclassified
8bf636d1254c5af58113c242ba5db810,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified
da096867b64376c48e77b2e03ba1945d,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,unclassified
1af9dca2c3ba5568bddad5117901e2ac,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora,unclassified
4e0ac3732f1823fd2f8b887b7d757312,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter,unclassified
0ed83af706b5263119695ce5bcd6bb02,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified
13075077359eee2663e4167b09ab240f,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Micromonospora,unclassified
5d9373f1e45b7113693128f45c4ef8e0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unclassified
09069979a598d5b3e1567afcb018697d,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Cystobacter,unclassified
044185b3137b5624eed3cb1921b61ed5,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
8b40badc893e32ab20ac22fea21b2d53,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified
79b004b8d79ad864f632a41cb20485e8,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified
1ad0c3feb4648db36866c08e03394e2d,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,unclassified
2e57e37cccb176c528692e64fdd0c19b,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
585596c859d59930d587c506ea41841d,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Geodermatophilaceae,Blastococcus,unclassified
6c2c353c78dcff6b697e59e225eab23a,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Cystobacter,unclassified
0930d69d791d4bba227dbeec9a7b6b3d,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,unclassified
52963d76c1e664c94a1702e2e1bb7171,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Couchioplanes,unclassified
38a1b3fad17b48fb4fe9304fe2bc0994,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
acd9dabff88feb79d61fdfd99afe4a3f,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura,unclassified
a3269c648ec955d45d88dbd6c49c3539,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,unclassified
484c6e60e5476ec11e6db67d08da0195,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,unclassified
4581ef1af7a3fbf0692962d8b8a93e5c,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinoallomurus,unclassified
e64ea1efc858a11331c3bbf9e1429674,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,unclassified
41987d02180c1e6c808b42f245100932,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,unclassified
b205e82328e4a66c4bb1c37f9a98f30c,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified
2eddc6bdedc9193cbb5d507394eadfdd,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
9ab2bad28cba37acde8a1f12c3f7c2d6,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified
0a863effad229834bdfaec0fd91a3d9e,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Acanthamoeba,unclassified
0a626fa8c3a6399a4cf19ae171b6865a,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
d5be9ea27c985c005510468cacfb50a9,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,unclassified
6b8da6007f41c25dbe594ecbc8114033,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter,unclassified
7c59ef89ec14837113406b7c23e54da6,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura,unclassified
d08dccd1ed9a52e93569e33e729cc58e,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
efabf82169a37399992a4871c2130969,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,unclassified
8ce726026f9e7dbb63f539adf4159dc0,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
99878ddeb2adea92c147db2136296f68,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,unclassified
d263eeb58e8bcc308256476e228e539e,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
89bc3eb688cf27b7be59d4fad9f1fa34,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified
5ae8e0c0d4dd183a561d39e61d598953,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
ae998d665c1be783f7c06556f50a34cb,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lentibacillus,unclassified
c3ed04650f68864e19ad22a7a0a4bffe,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified
8b103866f18a4c99225eae822c2fe603,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Acanthamoeba,unclassified
b3f533e2c09cc0be99ad099f04130d7d,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,unclassified
d4020eeb98624f4df43155a0b5f5fe98,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,unclassified
c0f94640d0b95383d9691b53451d0216,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified
386f179176eb7ec2af3e85b057eda070,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,unclassified
7f17b8346795eee45136774bb9dcc37e,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura,unclassified
b2786c891fdee5f552a7abf249d0d0b6,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
a04c5c02b21123f3d6afae5fec04f6c6,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,unclassified
783d05e36da772782b63599a191f87b4,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,unclassified
bdae14866788ee1a72c23166e702aa80,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Cystobacter,unclassified
c14ec3a123f8381e3ff10a8b1d4ad88a,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Salinibacterium,unclassified
42c3587144288393aabf3dcc594a3fbc,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,unclassified
9d2f3b8a641a01854c229b509839a4e1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
620edd2956ede81b09704c3f3f5657fa,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,unclassified
8e9ca82be97810d0adea848b7abfb907,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,unclassified
52377da98a493ff5bfedcb6d3dd6c1d5,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,unclassified
2f29b431b816e442abc6ae27a758f6eb,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Methylibium,unclassified
7338b7f5ba5ab73fe015bcf7152b2017,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified
8a46d16b5d551b344ea3751166654534,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Salinibacterium,unclassified
9e746ab09e6e1219099f30b2dd17a07d,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,unclassified
395ab146090346ba6aed1a65ed28b372,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,unclassified
2ebdd592d8db0d0408f76b30a2c77e7a,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,unclassified
c41d72bb39bcfac77c9b967add434334,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
13e52764e1c08c4fd9902769bf9e022e,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,unclassified
58d875492b06ad597bde591db6443bf9,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,unclassified
bd37bbb1fc5825026fc0123b99d667bd,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified
917d24ff4af680c078ae73833825f463,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
b255311463d4fc9e934520c2206a2b33,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,unclassified
d182f3bd60a4a82ea474ab1e9b40320e,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,unclassified
ddc9443b77f052a426c55ef0d9c35531,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,unclassified
2968160fe4ab49c06f9c0caf33945e34,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,unclassified
3778a595014acce0a93905d5583d4929,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
3b614072bfdc61e27cc36bc4c2c5042c,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,unclassified
6585c6796862b6159e7180bf40276232,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,unclassified
9016cb58bc88c0819ee81f189461ea62,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
c49b79084cc900991817d6fb5b43b1a2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified
ab03b35c8544230010f6ccfd8492322f,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
d45cb6e06cdbb7cc669143f4450fd087,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
50a5fcf35e98b5daa175343158145ae3,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified
27d994f3e5aec8cd1240b15425e98cf9,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,unclassified
ed6d9345c4b135519df49fcc025c5878,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified
a5993605f438d26c409c8850f6c3df5a,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,unclassified
265ed82ea983100b43df31f1c0edc493,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,unclassified
ef7708ec9575524663240626b86bfa23,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,unclassified
ca1e9379febe69a4c316a263e4098e9f,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura,unclassified
44c7d72cbef27dbaf7d4581c23af0a82,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,unclassified
3c2282a7e43873b1c75fb64c6e8a18e2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinosynnemataceae,Lentzea,unclassified
556071bd28ae1bfc99b066c0472451e3,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,unclassified
f56b334955b1c1473fe3b8c4b3e76e86,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,unclassified
00003603fd5c553788768cdbc21e3b61,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified
7c857e3a65a8441b8aa7b2ea8c954ce4,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,unclassified
dcb44fabc6ed105b1cd02219e2c2e102,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,unclassified
a403b5b9e54fe75e857bdeddcca095ad,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,planctomycete,unclassified
c7e131ab5e00a91aeae6b4882669b803,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,unclassified
624671719c89255e43d78080521e1e12,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,unclassified
262f3b670f44588c7555e0e0b230fb50,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,unclassified
b34e5f5a0cb9634817829067d41a7726,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,unclassified
